prompt_idx,feature_id,layer,effect_size,abs_effect_size,sign_flipped,baseline_logit_diff,intervened_logit_diff,relative_effect,community,grad_attr_sign,frequency_pdt,mean_activation_pdt,mean_abs_grad_attr_pdt,position_role,is_circuit_feature,is_global_alpha_discrim,is_global_beta_discrim,role_label,prompt_id,prompt_short,level,level_label,group_id,cue_label,cue_type,relation_type,concept_route,latent_state_target,correct_answer,difficulty,inference_steps,wording_variant,semantic_equiv_group,contrastive_pair_id,contrastive_role,is_anchor,is_kw_variant,is_auxiliary,keyword_free,has_alpha_keyword,has_beta_keyword,is_uniquely_determining,baseline_sign_diff,sign_correct,hard_correct
28,L10_F116205,10,-1.75,1.75,False,6.875,5.125,0.2545454541752066,,,,,,,,,,,p0028,"In classical electrodynamics, Maxwell's equations predict electromagnetic waves;",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,7.348634243011475,True,True
29,L10_F116205,10,-0.578125,0.578125,False,4.0625,3.484375,0.1423076919573964,,,,,,,,,,,p0029,"Unlike the neutron, which atomic particle is electrically charged and negative? ",AUX,auxiliary,?,,,,,,electron,,,,,,,False,False,False,True,False,False,True,5.568205118179321,True,True
30,L10_F116205,10,-1.125,1.125,False,7.03125,5.90625,0.1599999997724444,,,,,,,,,,,p0030,Proton therapy for cancer treatment directs beams of positively charged nuclear ,AUX,auxiliary,?,,,,,,proton,,,,,,,False,False,False,True,False,False,True,5.5498552322387695,True,True
31,L10_F116205,10,-1.21875,1.21875,False,7.5,6.28125,0.1624999997833333,,,,,,,,,,,p0031,What is the negatively charged particle that surrounds the atomic nucleus? Answe,AUX,auxiliary,?,,,,,,electron,,,,,,,False,False,False,True,False,False,True,6.376568794250488,True,True
32,L10_F116205,10,-1.25,1.25,False,4.25,3.0,0.294117646366782,,,,,,,,,,,p0032,Which constituent of an atom carries a single unit of negative electrical charge,AUX,auxiliary,?,,,,,,electron,,,,,,,False,False,False,True,False,False,True,5.218399524688721,True,True
33,L10_F116205,10,-1.875,1.875,False,7.4375,5.5625,0.2521008399971753,,,,,,,,,,,p0033,Which massive particle in the nucleus is positively charged? Answer:,AUX,auxiliary,?,,,,,,proton,,,,,,,False,False,False,True,False,False,True,1.815616607666016,True,True
34,L10_F116205,10,-2.90625,2.90625,False,7.0625,4.15625,0.4115044241960999,,,,,,,,,,,p0034,"In cavity QED, a single massless electromagnetic force carrier is trapped betwee",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,3.021859169006348,True,True
35,L10_F116205,10,-0.40625,0.40625,False,8.3125,7.90625,0.0488721803923342,,,,,,,,,,,p0035,"In quantum key distribution, single discrete electromagnetic packets carry quant",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,1.570777416229248,True,True
36,L10_F116205,10,-1.9375,1.9375,False,5.53125,3.59375,0.3502824852424271,,,,,,,,,,,p0036,Which particle in the nucleus binds protons together via the strong force withou,AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,5.15888261795044,True,True
37,L10_F116205,10,-1.5,1.5,False,7.875,6.375,0.1904761902343159,,,,,,,,,,,p0037,"In prompt fission, several fast neutral particles are released per fission event",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,8.100372314453125,True,True
38,L10_F116205,10,-0.0625,0.0625,False,-0.9375,-1.0,0.0666666659555555,,,,,,,,,,,p0038,"In muon-catalysed fusion, muons help bring two light nuclei together; the neutra",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,1.147639274597168,True,True
39,L10_F116205,10,-0.3125,0.3125,False,6.125,5.8125,0.0510204080799666,,,,,,,,,,,p0039,Neutrons add to atomic mass without changing the element; which positively charg,AUX,auxiliary,?,,,,,,proton,,,,,,,False,False,False,True,False,False,True,5.914346694946289,True,True
40,L10_F116205,10,-1.859375,1.859375,False,3.921875,2.0625,0.4741035844485008,,,,,,,,,,,p0040,"Unlike the muon (a lepton), which stable, positively charged baryon constitutes ",AUX,auxiliary,?,,,,,,proton,,,,,,,False,False,False,True,False,False,True,-0.431004524230957,False,False
41,L10_F116205,10,-0.75,0.75,False,6.5625,5.8125,0.1142857141115646,,,,,,,,,,,p0041,Which atomic particle orbits the nucleus and is negatively charged? Answer:,AUX,auxiliary,?,,,,,,electron,,,,,,,False,False,False,True,False,False,True,5.4742701053619385,True,True
42,L10_F116205,10,-1.25,1.25,False,9.5,8.25,0.1315789472299169,,,,,,,,,,,p0042,"In field emission microscopy, a strong electric field extracts negatively charge",AUX,auxiliary,?,,,,,,electron,,,,,,,False,False,False,True,False,False,True,8.923805713653564,True,True
43,L10_F116205,10,-0.75,0.75,False,-0.9375,-1.6875,0.7999999914666667,,,,,,,,,,,p0043,"In inverse Compton scattering, a low-energy discrete electromagnetic packet gain",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,-0.2746038436889648,False,False
44,L10_F116205,10,-0.375,0.375,False,8.75,8.375,0.0428571428081632,,,,,,,,,,,p0044,"In the r-process (rapid neutron capture), neutral nuclear particles are absorbed",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,8.656316995620728,True,True
45,L10_F116205,10,-0.875,0.875,False,4.25,3.375,0.2058823524567474,,,,,,,,,,,p0045,"When a nucleus has too few neutral particles relative to protons, it undergoes p",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,5.502025127410889,True,True
46,L10_F116205,10,0.8125,0.8125,False,10.625,11.4375,0.0764705881633217,,,,,,,,,,,p0046,Which uncharged particle makes up atomic nuclei alongside protons? Answer:,AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,10.304442882537842,True,True
47,L10_F116205,10,-0.28125,0.28125,False,5.6875,5.40625,0.0494505493636034,,,,,,,,,,,p0047,"Unlike the massive carriers of the weak force, which zero-mass carrier transmits",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,4.064589500427246,True,True
48,L10_F116205,10,-1.5625,1.5625,False,8.5,6.9375,0.1838235291955017,,,,,,,,,,,p0048,"Unlike the muon (which is unstable and heavier), which stable, negatively charge",AUX,auxiliary,?,,,,,,electron,,,,,,,False,False,False,True,False,False,True,10.01410150527954,True,True
49,L10_F116205,10,-0.1875,0.1875,False,6.625,6.4375,0.028301886749733,,,,,,,,,,,p0049,Which particle represents a single quantum of electromagnetic energy? Answer:,AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,1.8889589309692385,True,True
50,L10_F116205,10,0.75,0.75,False,9.875,10.625,0.0759493670116968,,,,,,,,,,,p0050,"While adding a proton would change the element entirely, adding which neutral nu",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,11.935192227363586,True,True
51,L10_F116205,10,-1.0625,1.0625,False,8.0625,7.0,0.1317829455729823,,,,,,,,,,,p0051,"The periodic table organises elements by atomic number, which counts a specific ",AUX,auxiliary,?,,,,,,proton,,,,,,,False,False,False,True,False,False,True,4.032049179077148,True,True
52,L10_F116205,10,-0.375,0.375,False,7.5,7.125,0.0499999999333333,,,,,,,,,,,p0052,"In beta-plus decay, a proton converts to a neutral nuclear particle, increasing ",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,6.254312992095947,True,True
53,L10_F116205,10,-1.25,1.25,False,6.6875,5.4375,0.1869158875709669,,,,,,,,,,,p0053,Which zero-mass particle is the force carrier of electromagnetism? Answer:,AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,0.4686808586120605,True,False
54,L10_F116205,10,-0.25,0.25,False,7.5,7.25,0.0333333332888888,,,,,,,,,,,p0054,Ionic compounds form when one atom donates negatively charged particles to anoth,AUX,auxiliary,?,,,,,,electron,,,,,,,False,False,False,True,False,False,True,7.245920181274414,True,True
55,L10_F116205,10,-0.375,0.375,False,5.90625,5.53125,0.0634920633845637,,,,,,,,,,,p0055,Lightning discharges when negatively charged particles accumulate in storm cloud,AUX,auxiliary,?,,,,,,electron,,,,,,,False,False,False,True,False,False,True,7.225979804992676,True,True
56,L10_F116205,10,-0.25,0.25,False,10.625,10.375,0.0235294117425605,,,,,,,,,,,p0056,The atomic nucleus contains positively charged particles and electrically neutra,AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,6.782783508300781,True,True
57,L10_F116205,10,-1.71875,1.71875,False,9.125,7.40625,0.1883561641771439,,,,,,,,,,,p0057,Spontaneous fission of heavy elements releases neutral particles that play a rol,AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,8.965892791748047,True,True
58,L10_F116205,10,-1.3125,1.3125,False,4.6875,3.375,0.2799999994026667,,,,,,,,,,,p0058,"In the photoelectric effect, each massless electromagnetic force carrier either ",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,1.757591724395752,True,True
59,L10_F116205,10,0.125,0.125,False,4.25,4.375,0.0294117646366782,,,,,,,,,,,p0059,"While the neutrino is nearly massless and carries weak force signals, which mass",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,6.046154975891113,True,True
60,L10_F116205,10,-0.375,0.375,False,6.21875,5.84375,0.0603015074407211,,,,,,,,,,,p0060,Alpha particles consist of two positively charged nuclear particles and two neut,AUX,auxiliary,?,,,,,,proton,,,,,,,False,False,False,True,False,False,True,3.865948677062988,True,True
61,L10_F116205,10,-1.46875,1.46875,False,4.03125,2.5625,0.364341084367526,,,,,,,,,,,p0061,Carbon-12 has six protons and six neutral nuclear particles in its nucleus. What,AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,6.376859664916992,True,True
62,L10_F116205,10,0.28125,0.28125,False,2.90625,3.1875,0.0967741932154006,,,,,,,,,,,p0062,Medical X-ray imaging works because a beam of discrete electromagnetic energy pa,AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,0.0760307312011718,True,False
63,L10_F116205,10,-1.84375,1.84375,False,4.96875,3.125,0.3710691816431312,,,,,,,,,,,p0063,"When a hydrogen atom transitions from n=2 to n=1, it emits a single discrete pac",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,5.349544048309326,True,True
64,L10_F116205,10,0.3125,0.3125,False,3.3125,3.625,0.0943396223567105,,,,,,,,,,,p0064,"In particle physics detectors, the lightest stable positive track in a magnetic ",AUX,auxiliary,?,,,,,,proton,,,,,,,False,False,False,True,False,False,True,3.6801772117614746,True,True
65,L10_F116205,10,0.0,0.0,False,4.59375,4.59375,0.0,,,,,,,,,,,p0065,Solar panels convert electromagnetic energy into electricity; the energy arrives,AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,1.403585433959961,True,True
66,L10_F116205,10,-1.15625,1.15625,False,5.15625,4.0,0.2242424238075298,,,,,,,,,,,p0066,"In linear accelerators (linacs), positively charged nuclear particles are accele",AUX,auxiliary,?,,,,,,proton,,,,,,,False,False,False,True,False,False,True,2.306405067443848,True,True
67,L10_F116205,10,-1.71875,1.71875,False,6.59375,4.875,0.2606635067136856,,,,,,,,,,,p0067,"Unlike the gluon (which carries the strong force and is confined), which massles",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,6.598482608795166,True,True
68,L10_F116205,10,-1.25,1.25,False,12.0625,10.8125,0.1036269429192729,,,,,,,,,,,p0068,"In a nuclear bomb, a supercritical mass allows neutral particles from fission to",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,10.458972930908203,True,True
69,L10_F116205,10,-0.375,0.375,False,3.0,2.625,0.1249999995833333,,,,,,,,,,,p0069,"In a photomultiplier tube, a single incoming discrete electromagnetic packet tri",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,1.3583693504333496,True,True
70,L10_F116205,10,-1.109375,1.109375,False,2.359375,1.25,0.4701986735037937,,,,,,,,,,,p0070,"Unlike the photon which mediates forces, which positively charged matter particl",AUX,auxiliary,?,,,,,,proton,,,,,,,False,False,False,True,False,False,True,1.2872700691223145,True,True
71,L10_F116205,10,0.09375,0.09375,False,6.71875,6.8125,0.013953488351325,,,,,,,,,,,p0071,Moseley showed that atomic number equals the number of positively charged partic,AUX,auxiliary,?,,,,,,proton,,,,,,,False,False,False,True,False,False,True,2.8666486740112305,True,True
72,L10_F116205,10,0.59375,0.59375,False,5.96875,6.5625,0.0994764396239138,,,,,,,,,,,p0072,Protons are confined to the nucleus; which negatively charged particle exists in,AUX,auxiliary,?,,,,,,electron,,,,,,,False,False,False,True,False,False,True,7.279839515686035,True,True
73,L10_F116205,10,-0.5,0.5,False,6.84375,6.34375,0.0730593606238402,,,,,,,,,,,p0073,"Unlike the massless photon (which has no charge and no mass), which neutral part",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,7.00533390045166,True,True
74,L10_F116205,10,-0.4375,0.4375,False,7.25,6.8125,0.0603448275029726,,,,,,,,,,,p0074,"When two hydrogen-1 atoms collide and fuse in stellar interiors, their two posit",AUX,auxiliary,?,,,,,,proton,,,,,,,False,False,False,True,False,False,True,3.6603522300720215,True,True
75,L10_F116205,10,-5.09375,5.09375,False,5.84375,0.75,0.8716577525190884,,,,,,,,,,,p0075,"Unlike the electron (which has mass and charge), which massless particle mediate",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,4.85789966583252,True,True
76,L10_F116205,10,-1.53125,1.53125,False,9.125,7.59375,0.1678082189941827,,,,,,,,,,,p0076,Which neutral nucleon allows heavy nuclei to exist without flying apart from pro,AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,7.221993923187256,True,True
77,L10_F116205,10,-0.125,0.125,False,1.78125,1.65625,0.0701754382025238,,,,,,,,,,,p0077,"In Cherenkov radiation, a charged particle moving faster than light in a medium ",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,1.3134212493896484,True,True
78,L10_F116205,10,-0.625,0.625,False,1.625,1.0,0.3846153822485207,,,,,,,,,,,p0078,"During Hawking radiation (theoretical), a black hole emits discrete electromagne",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,2.1507859230041504,True,True
79,L10_F116205,10,-1.90625,1.90625,False,8.875,6.96875,0.2147887321523507,,,,,,,,,,,p0079,Unlike the pion (which mediates residual strong force between nucleons and has m,AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,5.40229868888855,True,True
80,L10_F116205,10,0.5,0.5,False,10.875,11.375,0.0459770114519751,,,,,,,,,,,p0080,"While protons cause electromagnetic repulsion in the nucleus, which neutral part",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,8.256889343261719,True,True
81,L10_F116205,10,1.25,1.25,False,10.875,12.125,0.1149425286299379,,,,,,,,,,,p0081,"Unlike protons that repel each other electromagnetically, which neutral nuclear ",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,9.97156047821045,True,True
82,L10_F116205,10,-0.84375,0.84375,False,6.6875,5.84375,0.1261682241104026,,,,,,,,,,,p0082,Photosynthesis captures discrete electromagnetic energy packets from sunlight to,AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,3.5834789276123047,True,True
83,L10_F116205,10,0.0,0.0,False,10.75,10.75,0.0,,,,,,,,,,,p0083,"Unlike protons (which define the element), which nuclear particle creates differ",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,12.11819314956665,True,True
84,L10_F116205,10,-0.9375,0.9375,False,0.9375,0.0,0.9999999893333332,,,,,,,,,,,p0084,"Unlike the positron (antimatter), which stable, negatively charged particle surr",AUX,auxiliary,?,,,,,,electron,,,,,,,False,False,False,True,False,False,True,4.211554050445557,True,True
85,L10_F116205,10,-2.21875,2.21875,False,6.5,4.28125,0.3413461533210059,,,,,,,,,,,p0085,"Unlike the W+ boson (which mediates weak charged current interactions), which st",AUX,auxiliary,?,,,,,,proton,,,,,,,False,False,False,True,False,False,True,4.037970066070557,True,True
86,L10_F116205,10,-0.625,0.625,False,10.5625,9.9375,0.0591715975771156,,,,,,,,,,,p0086,"Unlike the alpha particle (positively charged), which neutral nuclear particle c",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,10.637618064880373,True,True
87,L10_F116205,10,-0.28125,0.28125,False,5.5625,5.28125,0.0505617976619113,,,,,,,,,,,p0087,"In elastic scattering experiments, a beam of neutral nuclear particles bounces o",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,4.3522539138793945,True,True
88,L10_F116205,10,-0.0625,0.0625,False,8.8125,8.75,0.0070921985735123,,,,,,,,,,,p0088,"During a nuclear excursion, delayed neutral particles from fission products play",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,8.22606372833252,True,True
89,L10_F116205,10,0.53125,0.53125,False,5.09375,5.625,0.1042944783228574,,,,,,,,,,,p0089,Nuclear charge determines which element an atom is; the positive charge comes fr,AUX,auxiliary,?,,,,,,proton,,,,,,,False,False,False,True,False,False,True,3.290703773498535,True,True
90,L10_F116205,10,-3.0625,3.0625,False,6.8125,3.75,0.4495412837437926,,,,,,,,,,,p0090,"Unlike alpha particles (charge +2) and beta particles (charge −1), which nuclear",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,5.825218200683594,True,True
91,L10_F116205,10,-0.5,0.5,False,9.125,8.625,0.0547945204878964,,,,,,,,,,,p0091,"In quantum optics, entangled pairs of discrete electromagnetic energy packets ar",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,3.4084205627441406,True,True
92,L10_F116205,10,-1.125,1.125,False,4.71875,3.59375,0.238410595521249,,,,,,,,,,,p0092,"In multiphoton ionisation, an atom absorbs several massless electromagnetic forc",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,2.9145240783691406,True,True
93,L10_F116205,10,-0.78125,0.78125,False,7.4375,6.65625,0.1050420166654897,,,,,,,,,,,p0093,"Unlike the proton, which nuclear particle can be added to a nucleus without chan",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,8.711501598358154,True,True
94,L10_F116205,10,-1.25,1.25,False,7.375,6.125,0.1694915251939098,,,,,,,,,,,p0094,X-rays are produced when fast negatively charged particles decelerate upon strik,AUX,auxiliary,?,,,,,,electron,,,,,,,False,False,False,True,False,False,True,7.804694652557373,True,True
95,L10_F116205,10,0.21875,0.21875,False,5.75,5.96875,0.0380434781947069,,,,,,,,,,,p0095,"In neutron halo nuclei, extra neutral particles extend well beyond the nuclear c",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,5.169912338256836,True,True
96,L10_F116205,10,-1.3125,1.3125,False,5.09375,3.78125,0.257668711150589,,,,,,,,,,,p0096,"In Thomson scattering, a massless electromagnetic particle scatters off a free e",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,4.42772912979126,True,True
97,L10_F116205,10,-2.625,2.625,False,5.4375,2.8125,0.4827586198018232,,,,,,,,,,,p0097,"Unlike the positron (charge +1), which stable neutral nuclear particle exists in",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,7.16895318031311,True,True
