experiment_type,prompt_idx,layer,feature_indices,baseline_logit_diff,intervened_logit_diff,effect_size,abs_effect_size,relative_effect,sign_flipped,feature_source,skipped_reason,layer_has_graph_features,feature_id,concept_index,meta.prompt,meta.correct_token,meta.incorrect_token,meta.mode,behaviour,split,model_size,graph_n_prompts,run_id,prep_timestamp,in_common_prompt_set,in_common_layer_set
ablation_zero,0,22,[93236],1.625,2.25,0.625,0.625,0.3846153822485207,False,graph,,True,L22_F93236,-1,A nucleus emits a particle with charge +2e and mass number 4. Is the decay type alpha or beta?, alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,0,22,[84205],1.625,2.3125,0.6875,0.6875,0.4230769204733728,False,graph,,True,L22_F84205,-1,A nucleus emits a particle with charge +2e and mass number 4. Is the decay type alpha or beta?, alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,0,23,[83556],1.625,2.875,1.25,1.25,0.7692307644970415,False,graph,,True,L23_F83556,-1,A nucleus emits a particle with charge +2e and mass number 4. Is the decay type alpha or beta?, alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,0,23,[91721],1.625,3.15625,1.53125,1.53125,0.942307686508876,False,graph,,True,L23_F91721,-1,A nucleus emits a particle with charge +2e and mass number 4. Is the decay type alpha or beta?, alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,0,23,[109767],1.625,2.875,1.25,1.25,0.7692307644970415,False,graph,,True,L23_F109767,-1,A nucleus emits a particle with charge +2e and mass number 4. Is the decay type alpha or beta?, alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,0,24,[52031],1.625,1.5625,-0.0625,0.0625,0.038461538224852,False,graph,,True,L24_F52031,-1,A nucleus emits a particle with charge +2e and mass number 4. Is the decay type alpha or beta?, alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,0,25,[110282],1.625,1.1875,-0.4375,0.4375,0.2692307675739645,False,graph,,True,L25_F110282,-1,A nucleus emits a particle with charge +2e and mass number 4. Is the decay type alpha or beta?, alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,0,25,[71226],1.625,1.125,-0.5,0.5,0.3076923057988165,False,graph,,True,L25_F71226,-1,A nucleus emits a particle with charge +2e and mass number 4. Is the decay type alpha or beta?, alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,0,25,[106028],1.625,1.3125,-0.3125,0.3125,0.1923076911242603,False,graph,,True,L25_F106028,-1,A nucleus emits a particle with charge +2e and mass number 4. Is the decay type alpha or beta?, alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,1,10,[35580],2.25,2.4375,0.1875,0.1875,0.0833333329629629,False,graph,,True,L10_F35580,-1,"In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ", alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,1,10,[83063],2.25,2.5625,0.3125,0.3125,0.1388888882716049,False,graph,,True,L10_F83063,-1,"In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ", alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,1,11,[35425],2.25,2.25,0.0,0.0,0.0,False,graph,,True,L11_F35425,-1,"In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ", alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,1,11,[114815],2.25,2.25,0.0,0.0,0.0,False,graph,,True,L11_F114815,-1,"In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ", alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,1,12,[2451],2.25,2.3125,0.0625,0.0625,0.0277777776543209,False,graph,,True,L12_F2451,-1,"In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ", alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,1,12,[60],2.25,2.3125,0.0625,0.0625,0.0277777776543209,False,graph,,True,L12_F60,-1,"In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ", alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,1,13,[58969],2.25,1.9375,-0.3125,0.3125,0.1388888882716049,False,graph,,True,L13_F58969,-1,"In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ", alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,1,14,[89354],2.25,2.1875,-0.0625,0.0625,0.0277777776543209,False,graph,,True,L14_F89354,-1,"In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ", alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,1,15,[64857],2.25,2.0,-0.25,0.25,0.1111111106172839,False,graph,,True,L15_F64857,-1,"In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ", alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,1,16,[46637],2.25,2.6875,0.4375,0.4375,0.1944444435802469,False,graph,,True,L16_F46637,-1,"In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ", alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,1,16,[82587],2.25,2.625,0.375,0.375,0.1666666659259259,False,graph,,True,L16_F82587,-1,"In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ", alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,1,16,[14097],2.25,2.5625,0.3125,0.3125,0.1388888882716049,False,graph,,True,L16_F14097,-1,"In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ", alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,1,17,[6720],2.25,2.0,-0.25,0.25,0.1111111106172839,False,graph,,True,L17_F6720,-1,"In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ", alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,1,18,[152260],2.25,1.5625,-0.6875,0.6875,0.3055555541975309,False,graph,,True,L18_F152260,-1,"In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ", alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,1,19,[94584],2.25,2.125,-0.125,0.125,0.0555555553086419,False,graph,,True,L19_F94584,-1,"In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ", alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,1,20,[74959],2.25,1.9375,-0.3125,0.3125,0.1388888882716049,False,graph,,True,L20_F74959,-1,"In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ", alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,1,20,[41392],2.25,1.9375,-0.3125,0.3125,0.1388888882716049,False,graph,,True,L20_F41392,-1,"In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ", alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,1,20,[21838],2.25,2.0,-0.25,0.25,0.1111111106172839,False,graph,,True,L20_F21838,-1,"In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ", alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,1,21,[101234],2.25,2.375,0.125,0.125,0.0555555553086419,False,graph,,True,L21_F101234,-1,"In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ", alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,1,22,[110496],2.25,2.9375,0.6875,0.6875,0.3055555541975309,False,graph,,True,L22_F110496,-1,"In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ", alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,1,22,[93236],2.25,2.875,0.625,0.625,0.2777777765432099,False,graph,,True,L22_F93236,-1,"In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ", alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,1,22,[84205],2.25,2.9375,0.6875,0.6875,0.3055555541975309,False,graph,,True,L22_F84205,-1,"In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ", alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,1,23,[83556],2.25,2.65625,0.40625,0.40625,0.1805555547530864,False,graph,,True,L23_F83556,-1,"In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ", alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,1,23,[91721],2.25,2.75,0.5,0.5,0.2222222212345679,False,graph,,True,L23_F91721,-1,"In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ", alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,1,23,[109767],2.25,2.59375,0.34375,0.34375,0.1527777770987654,False,graph,,True,L23_F109767,-1,"In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ", alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,1,24,[52031],2.25,2.5625,0.3125,0.3125,0.1388888882716049,False,graph,,True,L24_F52031,-1,"In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ", alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,1,25,[110282],2.25,2.0625,-0.1875,0.1875,0.0833333329629629,False,graph,,True,L25_F110282,-1,"In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ", alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,1,25,[71226],2.25,2.0625,-0.1875,0.1875,0.0833333329629629,False,graph,,True,L25_F71226,-1,"In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ", alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,1,25,[106028],2.25,2.25,0.0,0.0,0.0,False,graph,,True,L25_F106028,-1,"In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ", alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,2,10,[35580],2.3125,1.5,-0.8125,0.8125,0.3513513498319942,False,graph,,True,L10_F35580,-1,A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?, alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,2,10,[83063],2.3125,1.375,-0.9375,0.9375,0.405405403652301,False,graph,,True,L10_F83063,-1,A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?, alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,2,11,[35425],2.3125,2.5625,0.25,0.25,0.1081081076406135,False,graph,,True,L11_F35425,-1,A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?, alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,2,11,[114815],2.3125,2.625,0.3125,0.3125,0.1351351345507669,False,graph,,True,L11_F114815,-1,A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?, alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,2,12,[60],2.3125,1.9375,-0.375,0.375,0.1621621614609203,False,graph,,True,L12_F60,-1,A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?, alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,2,12,[2451],2.3125,1.875,-0.4375,0.4375,0.1891891883710738,False,graph,,True,L12_F2451,-1,A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?, alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,2,13,[58969],2.3125,1.9375,-0.375,0.375,0.1621621614609203,False,graph,,True,L13_F58969,-1,A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?, alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,2,14,[89354],2.3125,2.0,-0.3125,0.3125,0.1351351345507669,False,graph,,True,L14_F89354,-1,A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?, alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,2,15,[64857],2.3125,2.0625,-0.25,0.25,0.1081081076406135,False,graph,,True,L15_F64857,-1,A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?, alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,2,16,[46637],2.3125,2.46875,0.15625,0.15625,0.0675675672753834,False,graph,,True,L16_F46637,-1,A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?, alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,2,16,[14097],2.3125,2.5,0.1875,0.1875,0.0810810807304601,False,graph,,True,L16_F14097,-1,A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?, alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,2,16,[82587],2.3125,2.4375,0.125,0.125,0.0540540538203067,False,graph,,True,L16_F82587,-1,A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?, alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,2,17,[6720],2.3125,1.75,-0.5625,0.5625,0.2432432421913805,False,graph,,True,L17_F6720,-1,A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?, alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,2,18,[152260],2.3125,3.125,0.8125,0.8125,0.3513513498319942,False,graph,,True,L18_F152260,-1,A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?, alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,2,19,[94584],2.3125,2.0625,-0.25,0.25,0.1081081076406135,False,graph,,True,L19_F94584,-1,A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?, alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,2,20,[74959],2.3125,1.9375,-0.375,0.375,0.1621621614609203,False,graph,,True,L20_F74959,-1,A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?, alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,2,20,[41392],2.3125,2.0,-0.3125,0.3125,0.1351351345507669,False,graph,,True,L20_F41392,-1,A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?, alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,2,20,[21838],2.3125,2.0,-0.3125,0.3125,0.1351351345507669,False,graph,,True,L20_F21838,-1,A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?, alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,2,21,[101234],2.3125,1.6875,-0.625,0.625,0.2702702691015339,False,graph,,True,L21_F101234,-1,A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?, alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,2,22,[110496],2.3125,2.1875,-0.125,0.125,0.0540540538203067,False,graph,,True,L22_F110496,-1,A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?, alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,2,22,[93236],2.3125,2.0625,-0.25,0.25,0.1081081076406135,False,graph,,True,L22_F93236,-1,A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?, alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,2,22,[84205],2.3125,2.1875,-0.125,0.125,0.0540540538203067,False,graph,,True,L22_F84205,-1,A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?, alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,2,23,[83556],2.3125,4.0625,1.75,1.75,0.7567567534842952,False,graph,,True,L23_F83556,-1,A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?, alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,2,23,[109767],2.3125,4.09375,1.78125,1.78125,0.7702702669393718,False,graph,,True,L23_F109767,-1,A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?, alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
ablation_zero,2,23,[91721],2.3125,4.0625,1.75,1.75,0.7567567534842952,False,graph,,True,L23_F91721,-1,A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?, alpha, beta,zero,physics_decay_type,train,4b,5,20260408-233953_physics_decay_type_train_n5,2026-04-08T23:39:53.919847,True,True
