prompt_idx,correct_answer,filter_property,wording_family,cluster_k4,cluster_k8,pca_x,pca_y
42,electron,negative_charge_atomic,F3_process_implicit,1,1,-0.021789953,-0.06170114
43,photon,em_quantum,F3_process_implicit,0,3,-0.38044894,-0.16855684
44,neutron,neutral_charge_atomic,F3_process_implicit,1,1,-0.046759866,-0.069778405
45,neutron,nuclear_stability_provider,F3_process_implicit,1,4,0.15755944,-0.04939785
46,neutron,neutral_charge_atomic,F1_direct_implicit,1,2,0.25822604,0.045048647
47,photon,massless_em_mediator,F4_contrast_implicit,2,7,-0.013005644,0.19420445
48,electron,negative_charge_atomic,F4_contrast_implicit,1,2,0.079593256,0.112171866
49,photon,em_quantum,F1_direct_implicit,3,6,0.07715334,-0.092709295
50,neutron,nuclear_stability_provider,F4_contrast_implicit,3,6,-0.010492034,-0.20116201
51,proton,positive_charge_atomic,F2_contextual_implicit,3,4,0.13281901,-0.06090305
52,neutron,nuclear_stability_provider,F3_process_implicit,1,2,0.19444437,0.18721217
53,photon,massless_em_mediator,F1_direct_implicit,2,7,-0.0062001497,0.3841477
54,electron,negative_charge_atomic,F2_contextual_implicit,3,6,-0.096342385,-0.18591473
55,electron,negative_charge_atomic,F3_process_implicit,1,1,0.017037988,-0.075815015
56,neutron,neutral_charge_atomic,F2_contextual_implicit,1,2,0.22589149,0.118165486
57,neutron,nuclear_stability_provider,F3_process_implicit,1,2,0.26480073,0.02312728
58,photon,massless_em_mediator,F3_process_implicit,1,1,0.03938149,-0.0628187
59,photon,em_quantum,F4_contrast_implicit,0,1,-0.20201091,-0.0040393174
60,proton,positive_charge_atomic,F2_contextual_implicit,3,6,-0.0026372,-0.14563411
61,neutron,neutral_charge_atomic,F2_contextual_implicit,3,6,0.096904725,-0.1638509
62,photon,em_quantum,F2_contextual_implicit,3,4,0.12215474,-0.093840845
63,photon,em_quantum,F2_contextual_implicit,1,1,0.0105359405,-0.040436663
64,proton,positive_charge_atomic,F3_process_implicit,3,6,-0.08046219,-0.17595592
65,photon,em_quantum,F2_contextual_implicit,3,4,0.06497398,-0.05360017
66,proton,positive_charge_atomic,F3_process_implicit,1,4,0.13706784,-0.06785285
67,photon,em_quantum,F4_contrast_implicit,2,7,-0.17990297,0.1500204
68,neutron,neutral_charge_atomic,F2_contextual_implicit,1,0,-0.08240825,0.048779517
69,photon,em_quantum,F3_process_implicit,0,3,-0.22432584,-0.078368716
70,proton,positive_charge_atomic,F4_contrast_implicit,3,4,0.14543767,-0.08911849
71,proton,positive_charge_atomic,F2_contextual_implicit,3,6,-0.066584624,-0.16528505
72,electron,negative_charge_atomic,F4_contrast_implicit,3,4,0.07482807,-0.14470401
73,neutron,neutral_charge_atomic,F4_contrast_implicit,2,7,-0.17215128,0.51053303
74,proton,positive_charge_atomic,F3_process_implicit,3,6,0.047547564,-0.15347874
75,photon,em_quantum,F4_contrast_implicit,2,7,0.012907624,0.16609456
76,neutron,nuclear_stability_provider,F1_direct_implicit,1,2,0.08519535,0.020284116
77,photon,em_quantum,F3_process_implicit,0,3,-0.39167684,-0.100852065
78,photon,em_quantum,F3_process_implicit,0,5,-0.33571637,0.17316833
79,photon,massless_em_mediator,F4_contrast_implicit,2,7,-0.1424093,0.3909708
80,neutron,nuclear_stability_provider,F4_contrast_implicit,1,4,0.113413244,-0.10910595
81,neutron,neutral_charge_atomic,F4_contrast_implicit,3,1,-0.019791722,-0.12587819
82,photon,em_quantum,F2_contextual_implicit,3,6,-0.050030105,-0.1213982
83,neutron,neutral_charge_atomic,F4_contrast_implicit,3,4,0.05523023,-0.08635277
84,electron,negative_charge_atomic,F4_contrast_implicit,1,4,0.06970461,-0.05264751
85,proton,positive_charge_atomic,F4_contrast_implicit,1,2,0.09270325,0.15877111
86,neutron,nuclear_stability_provider,F4_contrast_implicit,1,4,0.12217949,-0.044148304
87,neutron,neutral_charge_atomic,F3_process_implicit,0,0,-0.18301645,0.1893056
88,neutron,nuclear_stability_provider,F3_process_implicit,0,3,-0.31764817,-0.030520223
89,proton,positive_charge_atomic,F2_contextual_implicit,3,4,0.061002,-0.14141822
90,neutron,neutral_charge_atomic,F4_contrast_implicit,1,4,0.21613963,-0.033494376
91,photon,em_quantum,F2_contextual_implicit,0,3,-0.2582429,-0.06242255
92,photon,massless_em_mediator,F3_process_implicit,0,3,-0.39947128,-0.08476589
93,neutron,neutral_charge_atomic,F4_contrast_implicit,3,4,0.09918539,-0.13915119
94,electron,negative_charge_atomic,F3_process_implicit,1,2,0.14616613,-0.033194534
95,neutron,nuclear_stability_provider,F3_process_implicit,0,1,-0.16489759,-0.1537123
96,photon,massless_em_mediator,F2_contextual_implicit,2,5,-0.16927747,0.21554458
97,neutron,neutral_charge_atomic,F4_contrast_implicit,1,2,0.19578634,0.09082762
98,electron,negative_charge_atomic,F3_process_implicit,1,2,0.14958854,0.039568856
99,neutron,neutral_charge_atomic,F2_contextual_implicit,3,4,0.083983675,-0.11322687
100,proton,positive_charge_atomic,F3_process_implicit,1,1,-0.05157529,-0.058050357
101,proton,positive_charge_atomic,F2_contextual_implicit,2,7,0.09880252,0.17982891
102,neutron,nuclear_stability_provider,F4_contrast_implicit,1,4,0.10178833,-0.03360226
103,proton,positive_charge_atomic,F1_direct_implicit,3,6,0.062619165,-0.1490784
104,electron,negative_charge_atomic,F2_contextual_implicit,3,4,0.112324074,-0.053617276
105,neutron,neutral_charge_atomic,F3_process_implicit,1,2,0.09383403,0.17469765
106,neutron,neutral_charge_atomic,F4_contrast_implicit,1,4,0.15671189,-0.025558107
107,electron,negative_charge_atomic,F4_contrast_implicit,3,1,-0.07742992,-0.12088499
108,neutron,neutral_charge_atomic,F3_process_implicit,3,4,0.064173,-0.091097064
109,photon,massless_em_mediator,F2_contextual_implicit,2,5,-0.13341737,0.26270905
110,neutron,neutral_charge_atomic,F4_contrast_implicit,3,4,0.061441466,-0.08439431
111,electron,negative_charge_atomic,F3_process_implicit,1,0,-0.049192682,0.10182379
112,electron,negative_charge_atomic,F2_contextual_implicit,3,6,0.13866131,-0.04651632
113,neutron,nuclear_stability_provider,F2_contextual_implicit,1,2,0.16598485,0.006101392
114,neutron,neutral_charge_atomic,F4_contrast_implicit,1,4,0.13548873,-0.07584458
115,photon,em_quantum,F2_contextual_implicit,3,6,-0.020986162,-0.13077173
116,electron,negative_charge_atomic,F4_contrast_implicit,1,2,0.0769555,0.013123609
117,electron,negative_charge_atomic,F2_contextual_implicit,0,1,-0.15175852,-0.11678771
118,electron,negative_charge_atomic,F4_contrast_implicit,1,4,0.15324612,-0.011944361
119,neutron,neutral_charge_atomic,F3_process_implicit,3,6,-0.10936644,-0.17226312
120,neutron,neutral_charge_atomic,F2_contextual_implicit,1,2,0.09680553,0.011548124
121,neutron,nuclear_stability_provider,F2_contextual_implicit,1,4,0.091655865,-0.06574268
122,photon,em_quantum,F4_contrast_implicit,3,7,-0.0154253915,0.04919394
123,photon,massless_em_mediator,F4_contrast_implicit,2,7,-0.17260543,0.3397015
124,neutron,nuclear_stability_provider,F2_contextual_implicit,1,0,0.05045466,0.073167525
125,neutron,neutral_charge_atomic,F4_contrast_implicit,1,2,0.14001413,0.1659055
126,electron,negative_charge_atomic,F4_contrast_implicit,3,1,-0.037003003,-0.06760036
127,photon,em_quantum,F2_contextual_implicit,0,3,-0.41686338,-0.093172856
128,photon,massless_em_mediator,F2_contextual_implicit,0,3,-0.23518777,-0.036217354
129,electron,negative_charge_atomic,F2_contextual_implicit,1,4,0.15614466,-0.074614294
130,photon,em_quantum,F3_process_implicit,3,1,-0.07254326,-0.10349115
131,neutron,nuclear_stability_provider,F3_process_implicit,1,0,0.1761102,0.09159744
132,photon,em_quantum,F2_contextual_implicit,1,4,0.12376304,0.020989604
133,neutron,nuclear_stability_provider,F3_process_implicit,1,2,0.077412516,0.020181753
134,neutron,neutral_charge_atomic,F2_contextual_implicit,3,1,-0.070444636,-0.1429641
135,proton,positive_charge_atomic,F3_process_implicit,1,1,0.016609266,-0.025074251
136,neutron,nuclear_stability_provider,F4_contrast_implicit,0,3,-0.2183257,-0.0777474
137,proton,positive_charge_atomic,F4_contrast_implicit,1,2,0.048310474,-0.002022244
138,neutron,neutral_charge_atomic,F1_direct_implicit,1,2,0.19517793,0.2024259
139,electron,negative_charge_atomic,F2_contextual_implicit,1,1,-0.03281589,-0.07042352
140,electron,negative_charge_atomic,F3_process_implicit,0,1,-0.14916465,-0.10138001
141,electron,negative_charge_atomic,F4_contrast_implicit,3,6,-0.015430637,-0.19592434
142,neutron,neutral_charge_atomic,F2_contextual_implicit,3,6,0.0207358,-0.14853835
143,electron,negative_charge_atomic,F3_process_implicit,1,4,0.1012404,-0.082149394
144,proton,positive_charge_atomic,F4_contrast_implicit,1,4,0.13675375,-0.07626099
145,photon,em_quantum,F4_contrast_implicit,2,7,0.018960148,0.13658321
146,neutron,nuclear_stability_provider,F4_contrast_implicit,1,2,0.1327724,0.016803987
147,photon,massless_em_mediator,F4_contrast_implicit,2,7,-0.06265691,0.40659618
148,photon,massless_em_mediator,F1_direct_implicit,3,7,-0.05234892,0.06246263
149,electron,negative_charge_atomic,F4_contrast_implicit,3,6,0.055540413,-0.14619279
150,proton,positive_charge_atomic,F2_contextual_implicit,0,1,-0.16786538,-0.023717977
151,photon,massless_em_mediator,F2_contextual_implicit,2,7,-0.10907279,0.3359643
152,proton,positive_charge_atomic,F2_contextual_implicit,3,6,-0.054033767,-0.16674086
153,neutron,neutral_charge_atomic,F1_direct_implicit,1,2,0.26789927,0.06377529
154,neutron,neutral_charge_atomic,F2_contextual_implicit,1,1,0.01135166,-0.04790985
155,neutron,nuclear_stability_provider,F2_contextual_implicit,3,4,0.13788368,-0.11368949
156,neutron,neutral_charge_atomic,F3_process_implicit,1,0,-0.010862097,0.036470227
157,neutron,nuclear_stability_provider,F3_process_implicit,1,0,0.012133926,0.05762138
158,neutron,neutral_charge_atomic,F3_process_implicit,0,3,-0.37924033,-0.06834661
159,photon,em_quantum,F3_process_implicit,0,3,-0.22851717,-0.100041814
160,electron,negative_charge_atomic,F3_process_implicit,1,4,0.21564768,0.046125785
161,photon,massless_em_mediator,F3_process_implicit,0,3,-0.3137916,-0.15699062
162,photon,massless_em_mediator,F2_contextual_implicit,2,7,-0.0021419972,0.36357823
163,photon,massless_em_mediator,F3_process_implicit,1,0,-0.038147934,0.17153771
164,neutron,neutral_charge_atomic,F3_process_implicit,1,0,0.0760061,0.040111646
165,photon,massless_em_mediator,F4_contrast_implicit,2,5,-0.23252144,0.3893096
166,neutron,neutral_charge_atomic,F3_process_implicit,1,2,0.20264925,0.19842938
167,photon,massless_em_mediator,F4_contrast_implicit,2,7,-0.02417703,0.12509838
168,proton,positive_charge_atomic,F2_contextual_implicit,3,4,0.034125328,-0.07273855
169,electron,negative_charge_atomic,F2_contextual_implicit,3,4,0.0692323,-0.10459144
170,neutron,neutral_charge_atomic,F2_contextual_implicit,1,4,0.23014058,-0.047924034
171,proton,positive_charge_atomic,F3_process_implicit,1,4,0.15075357,-0.050043873
172,neutron,neutral_charge_atomic,F3_process_implicit,1,2,0.15693109,0.040474147
173,photon,em_quantum,F4_contrast_implicit,3,6,-0.119702145,0.014540523
174,neutron,nuclear_stability_provider,F3_process_implicit,1,4,0.07018316,-0.06807955
175,neutron,nuclear_stability_provider,F3_process_implicit,1,4,0.07295366,-0.031350963
176,photon,massless_em_mediator,F4_contrast_implicit,2,7,-0.10011524,0.5131636
177,photon,em_quantum,F3_process_implicit,0,3,-0.2566548,-0.11080488
178,neutron,neutral_charge_atomic,F3_process_implicit,3,4,0.118103504,-0.088642605
179,photon,massless_em_mediator,F2_contextual_implicit,0,3,-0.34938678,-0.00993114
180,photon,massless_em_mediator,F2_contextual_implicit,0,3,-0.29987544,-0.10371087
181,electron,negative_charge_atomic,F2_contextual_implicit,3,6,0.029480636,-0.0929086
182,neutron,nuclear_stability_provider,F4_contrast_implicit,1,2,0.16442926,0.07912204
183,proton,positive_charge_atomic,F2_contextual_implicit,3,1,-0.017076604,-0.10890559
184,neutron,neutral_charge_atomic,F4_contrast_implicit,1,4,0.10439956,-0.04304359
185,electron,negative_charge_atomic,F2_contextual_implicit,1,2,0.14080377,-0.006426662
186,photon,em_quantum,F4_contrast_implicit,1,4,0.24942763,-0.055542625
187,neutron,neutral_charge_atomic,F1_direct_implicit,3,4,0.105018735,-0.06797122
188,photon,massless_em_mediator,F2_contextual_implicit,2,7,-0.14476103,0.063634865
189,photon,massless_em_mediator,F3_process_implicit,0,3,-0.28771698,-0.17126685
190,neutron,nuclear_stability_provider,F2_contextual_implicit,3,4,0.16093911,-0.08384595
191,photon,massless_em_mediator,F1_direct_implicit,2,7,-0.03277962,0.44248173
192,proton,positive_charge_atomic,F2_contextual_implicit,3,6,0.050295457,-0.1440371
193,photon,massless_em_mediator,F3_process_implicit,0,3,-0.3270585,-0.07179231
194,proton,positive_charge_atomic,F2_contextual_implicit,1,4,0.120817184,-0.062391005
195,photon,massless_em_mediator,F2_contextual_implicit,0,3,-0.38195515,-0.047276728
196,neutron,neutral_charge_atomic,F1_direct_implicit,1,2,0.116231084,0.006271869
197,neutron,neutral_charge_atomic,F3_process_implicit,3,4,0.06178221,-0.07608751
198,photon,em_quantum,F2_contextual_implicit,1,0,-0.022879392,-0.018978812
199,electron,negative_charge_atomic,F3_process_implicit,1,4,0.15224828,-0.093875535
200,proton,positive_charge_atomic,F2_contextual_implicit,3,1,-0.052764952,-0.15499952
201,photon,em_quantum,F2_contextual_implicit,3,1,-0.057719517,-0.06066323
202,neutron,neutral_charge_atomic,F3_process_implicit,1,4,0.13043457,-0.086248286
203,electron,negative_charge_atomic,F4_contrast_implicit,3,4,0.09964499,-0.12071831
204,proton,positive_charge_atomic,F3_process_implicit,1,1,0.00452812,-0.058087863
205,proton,positive_charge_atomic,F4_contrast_implicit,1,2,0.20842706,-0.0014495403
206,proton,positive_charge_atomic,F4_contrast_implicit,3,4,0.1079147,-0.12876427
207,neutron,nuclear_stability_provider,F3_process_implicit,1,2,0.13472779,0.18884662
208,photon,em_quantum,F3_process_implicit,0,1,-0.15955928,-0.09189727
209,neutron,nuclear_stability_provider,F2_contextual_implicit,1,4,0.10694912,-0.07353448
210,neutron,nuclear_stability_provider,F2_contextual_implicit,0,3,-0.2844755,-0.12634546
211,proton,positive_charge_atomic,F3_process_implicit,0,1,-0.19218108,-0.12549147
212,photon,massless_em_mediator,F3_process_implicit,0,1,-0.21506798,-0.111525066
213,photon,em_quantum,F4_contrast_implicit,2,7,-0.052943587,0.1523912
214,electron,negative_charge_atomic,F4_contrast_implicit,3,4,0.021365508,-0.11537925
215,proton,positive_charge_atomic,F3_process_implicit,1,4,0.09737229,-0.060997553
216,neutron,neutral_charge_atomic,F4_contrast_implicit,1,2,0.2176813,0.021858692
217,neutron,nuclear_stability_provider,F2_contextual_implicit,1,0,-0.02187533,0.15678284
218,electron,negative_charge_atomic,F1_direct_implicit,1,2,0.15931778,0.13115439
219,electron,negative_charge_atomic,F2_contextual_implicit,1,4,0.063505754,-0.057304464
220,neutron,neutral_charge_atomic,F4_contrast_implicit,1,4,0.15230186,-0.068577774
221,photon,massless_em_mediator,F4_contrast_implicit,0,3,-0.4045111,-0.011714019
222,photon,em_quantum,F3_process_implicit,3,1,0.006518461,-0.069200985
223,photon,em_quantum,F4_contrast_implicit,2,5,-0.35692778,0.19798288
224,electron,negative_charge_atomic,F2_contextual_implicit,1,4,0.13913257,-0.060408436
225,photon,em_quantum,F2_contextual_implicit,3,4,0.10296944,-0.061430402
226,photon,massless_em_mediator,F2_contextual_implicit,0,5,-0.46181005,0.19963512
227,photon,massless_em_mediator,F3_process_implicit,0,3,-0.33742052,-0.018595763
228,photon,em_quantum,F1_direct_implicit,3,4,0.09120621,-0.018379547
229,proton,positive_charge_atomic,F4_contrast_implicit,1,4,0.13138989,-0.05431264
230,neutron,nuclear_stability_provider,F4_contrast_implicit,1,4,0.09136419,-0.095107086
231,photon,em_quantum,F1_direct_implicit,3,6,-0.007425815,-0.077047996
232,proton,positive_charge_atomic,F1_direct_implicit,3,6,-0.03156086,-0.17709088
233,photon,em_quantum,F3_process_implicit,0,3,-0.26772153,-0.09874592
234,photon,em_quantum,F1_direct_implicit,3,6,-0.13389207,-0.12342789
235,photon,massless_em_mediator,F3_process_implicit,0,1,-0.13265656,-0.045241512
236,electron,negative_charge_atomic,F2_contextual_implicit,3,1,-0.004437417,-0.08145916
237,proton,positive_charge_atomic,F3_process_implicit,1,2,0.15224253,0.03655029
238,proton,positive_charge_atomic,F3_process_implicit,1,0,0.041612312,0.003960356
239,neutron,neutral_charge_atomic,F4_contrast_implicit,1,2,0.14008792,0.15934159
240,photon,em_quantum,F2_contextual_implicit,3,1,0.0017291456,-0.06594554
241,proton,positive_charge_atomic,F2_contextual_implicit,1,4,0.047123224,-0.018597431
242,photon,massless_em_mediator,F2_contextual_implicit,2,7,-0.04663845,0.1992046
243,neutron,neutral_charge_atomic,F2_contextual_implicit,3,4,0.19158168,-0.11466416
244,proton,positive_charge_atomic,F2_contextual_implicit,1,4,0.19062452,-0.036463045
245,photon,massless_em_mediator,F3_process_implicit,2,7,0.07260798,0.19965366
246,neutron,neutral_charge_atomic,F2_contextual_implicit,1,4,0.076113656,-0.01601749
247,photon,massless_em_mediator,F1_direct_implicit,2,7,0.06762919,0.20159978
248,photon,massless_em_mediator,F2_contextual_implicit,0,3,-0.30560035,-0.08112169
249,photon,em_quantum,F4_contrast_implicit,2,7,-0.071832255,0.08427253
250,photon,massless_em_mediator,F2_contextual_implicit,2,7,-0.05521583,0.29912308
251,photon,em_quantum,F3_process_implicit,0,5,-0.2726024,0.19956839
252,neutron,nuclear_stability_provider,F1_direct_implicit,1,2,0.30268133,0.07051419
253,photon,massless_em_mediator,F2_contextual_implicit,2,5,-0.18621404,0.24209183
254,neutron,nuclear_stability_provider,F2_contextual_implicit,1,2,0.15286706,0.032325834
255,photon,em_quantum,F2_contextual_implicit,3,6,0.045998722,-0.10498736
256,photon,em_quantum,F2_contextual_implicit,3,1,-0.059907936,-0.07602731
257,proton,positive_charge_atomic,F1_direct_implicit,1,2,0.21203767,0.00374946
258,neutron,nuclear_stability_provider,F2_contextual_implicit,1,2,0.18922554,0.31761166
259,electron,negative_charge_atomic,F4_contrast_implicit,3,6,0.088400334,-0.113984786
260,electron,negative_charge_atomic,F4_contrast_implicit,1,2,0.1525533,0.011803135
261,photon,massless_em_mediator,F4_contrast_implicit,2,7,0.10705906,0.11700047
262,neutron,nuclear_stability_provider,F2_contextual_implicit,1,0,0.068684086,0.051728442
263,electron,negative_charge_atomic,F3_process_implicit,0,1,-0.15918663,-0.12758923
264,photon,massless_em_mediator,F1_direct_implicit,2,7,-0.06745939,0.3068216
265,proton,positive_charge_atomic,F3_process_implicit,0,1,-0.18009952,-0.18308273
266,electron,negative_charge_atomic,F2_contextual_implicit,3,1,-0.04437174,-0.15575957
267,proton,positive_charge_atomic,F3_process_implicit,1,2,0.07799655,0.0032315403
268,proton,positive_charge_atomic,F4_contrast_implicit,1,4,0.10552229,-0.068923496
269,photon,massless_em_mediator,F2_contextual_implicit,2,5,-0.091049984,0.52222073
270,neutron,nuclear_stability_provider,F4_contrast_implicit,1,2,0.24346738,0.062711366
271,electron,negative_charge_atomic,F1_direct_implicit,3,4,0.08841342,-0.13162458
272,neutron,nuclear_stability_provider,F2_contextual_implicit,1,4,0.13761412,-0.029637806
273,neutron,neutral_charge_atomic,F1_direct_implicit,1,2,0.12854053,0.12488797
274,electron,negative_charge_atomic,F1_direct_implicit,1,4,0.13313,-0.053430818
275,neutron,nuclear_stability_provider,F3_process_implicit,1,1,0.00061454624,-0.043051235
276,proton,positive_charge_atomic,F1_direct_implicit,1,2,0.22283594,-0.03046412
277,neutron,neutral_charge_atomic,F2_contextual_implicit,3,6,-0.0088481605,-0.18381926
278,photon,massless_em_mediator,F3_process_implicit,2,5,-0.29513106,0.26998323
279,photon,massless_em_mediator,F3_process_implicit,0,3,-0.37369275,-0.15749288
280,photon,em_quantum,F2_contextual_implicit,3,6,0.016744733,-0.10764099
281,proton,positive_charge_atomic,F4_contrast_implicit,3,4,0.072815865,-0.1377044
282,electron,negative_charge_atomic,F3_process_implicit,3,6,-0.006487742,-0.09183135
283,neutron,nuclear_stability_provider,F2_contextual_implicit,0,1,-0.19761388,-0.14071646
284,proton,positive_charge_atomic,F2_contextual_implicit,3,4,0.12917568,-0.10133929
285,neutron,nuclear_stability_provider,F2_contextual_implicit,1,0,-0.07995161,0.041184
286,photon,massless_em_mediator,F2_contextual_implicit,2,7,-0.17114437,0.32849938
287,electron,negative_charge_atomic,F1_direct_implicit,1,2,0.15529539,-0.016735367
288,photon,em_quantum,F4_contrast_implicit,3,4,0.07735196,0.00800319
289,proton,positive_charge_atomic,F1_direct_implicit,1,4,0.14621909,-0.034223385
290,neutron,neutral_charge_atomic,F4_contrast_implicit,1,4,0.13471739,-0.087420695
291,photon,massless_em_mediator,F2_contextual_implicit,2,7,-0.08058225,0.13514805
292,photon,massless_em_mediator,F4_contrast_implicit,2,7,0.061858788,0.31090394
293,photon,massless_em_mediator,F3_process_implicit,1,1,-0.045404173,0.08355707
294,photon,massless_em_mediator,F3_process_implicit,1,1,-0.078018844,0.02527351
295,photon,massless_em_mediator,F2_contextual_implicit,0,3,-0.47368032,0.06743759
296,electron,negative_charge_atomic,F3_process_implicit,3,6,0.045873046,-0.11914056
297,electron,negative_charge_atomic,F1_direct_implicit,1,4,0.17973255,-0.027149849
298,neutron,nuclear_stability_provider,F4_contrast_implicit,1,4,0.15944643,-0.09442008
299,proton,positive_charge_atomic,F3_process_implicit,3,1,0.016722754,-0.10487502
300,neutron,nuclear_stability_provider,F3_process_implicit,3,6,-0.066478886,-0.104373
301,neutron,nuclear_stability_provider,F1_direct_implicit,3,6,0.002810225,-0.11909973
302,neutron,neutral_charge_atomic,F3_process_implicit,1,2,0.1756592,0.16197056
303,neutron,neutral_charge_atomic,F3_process_implicit,1,2,0.0738823,0.12229164
304,electron,negative_charge_atomic,F2_contextual_implicit,3,6,-0.0864231,-0.21742123
305,photon,em_quantum,F2_contextual_implicit,3,6,0.060484752,-0.12849191
306,photon,massless_em_mediator,F3_process_implicit,1,1,-0.034370773,-0.03530345
307,photon,massless_em_mediator,F3_process_implicit,0,3,-0.33777744,-0.029901125
308,electron,negative_charge_atomic,F4_contrast_implicit,1,1,0.028335005,-0.017112471
309,electron,negative_charge_atomic,F3_process_implicit,1,2,0.13016927,0.047181338
310,electron,negative_charge_atomic,F2_contextual_implicit,3,6,-0.096395835,-0.19451341
311,electron,negative_charge_atomic,F3_process_implicit,1,2,0.06768598,0.0054459944
312,neutron,nuclear_stability_provider,F2_contextual_implicit,3,6,0.042575,-0.1234288
313,neutron,nuclear_stability_provider,F2_contextual_implicit,1,0,-0.09704861,0.2237581
314,electron,negative_charge_atomic,F4_contrast_implicit,3,6,-0.006376274,-0.20230734
315,photon,em_quantum,F3_process_implicit,0,3,-0.3268686,-0.14394164
316,photon,massless_em_mediator,F2_contextual_implicit,2,7,0.021245345,0.2143699
317,neutron,neutral_charge_atomic,F3_process_implicit,0,1,-0.17102745,-0.076072045
318,photon,em_quantum,F1_direct_implicit,3,1,-0.03146752,-0.086616196
319,neutron,neutral_charge_atomic,F4_contrast_implicit,1,4,0.14445053,0.04475566
320,photon,em_quantum,F1_direct_implicit,2,7,0.10606429,0.20269245
321,proton,positive_charge_atomic,F3_process_implicit,0,1,-0.082782954,-0.063910864
322,neutron,nuclear_stability_provider,F3_process_implicit,1,1,0.031653732,-0.031096287
323,photon,massless_em_mediator,F3_process_implicit,0,3,-0.49422026,0.06472835
324,proton,positive_charge_atomic,F3_process_implicit,1,2,0.10901213,0.024750575
325,photon,massless_em_mediator,F4_contrast_implicit,2,7,-0.15653208,0.21569148
326,photon,massless_em_mediator,F2_contextual_implicit,1,1,-0.009089395,0.044380687
327,electron,negative_charge_atomic,F4_contrast_implicit,1,2,0.052467808,0.07696193
328,neutron,neutral_charge_atomic,F4_contrast_implicit,3,4,0.12566864,-0.09561784
