cluster,prompt_idx,correct_answer,wording_family,filter_property,baseline_nd,ablated_nd,delta_nd,sign_flip,promoted_competitor,new_top_candidate,correct_changed,logp_base_electron,logp_abl_electron,delta_logp_electron,logp_base_proton,logp_abl_proton,delta_logp_proton,logp_base_neutron,logp_abl_neutron,delta_logp_neutron,logp_base_photon,logp_abl_photon,delta_logp_photon
0,79,photon,F4_contrast_implicit,massless_em_mediator,8.820823431015015,2.17574405670166,-6.6450793743133545,False,neutron,photon,False,-12.178799629211426,-10.221647262573242,1.9571523666381836,-14.926785469055176,-11.286040306091309,3.640745162963867,-13.958492279052734,-10.15719223022461,3.801300048828125,-3.357976198196411,-7.981448173522949,-4.623471975326538
0,86,neutron,F4_contrast_implicit,nuclear_stability_provider,8.634219884872437,1.950732707977295,-6.683487176895142,False,proton,neutron,False,-11.398910522460938,-9.17998218536377,2.218928337097168,-13.30294418334961,-9.690442085266113,3.612502098083496,-2.764690637588501,-7.229249477386475,-4.464558839797974,-15.922119140625,-14.111194610595703,1.8109245300292969
0,96,photon,F2_contextual_implicit,massless_em_mediator,5.005096673965454,-1.429692268371582,-6.434788942337036,True,proton,electron,True,-8.550214767456055,-8.928288459777832,-0.37807369232177734,-11.923995971679688,-10.65965461730957,1.2643413543701172,-11.008674621582031,-11.023030281066895,-0.014355659484863281,-3.5451180934906006,-10.357980728149414,-6.8128626346588135
0,106,neutron,F4_contrast_implicit,neutral_charge_atomic,9.873181700706482,0.9191493988037109,-8.954032301902771,False,electron,neutron,False,-11.81762409210205,-6.9814772605896,4.836146831512451,-13.51982307434082,-9.479642868041992,4.040180206298828,-1.9444423913955688,-6.062327861785889,-4.11788547039032,-17.05893325805664,-15.890724182128906,1.1682090759277344
0,127,photon,F2_contextual_implicit,em_quantum,6.271827697753906,0.9815454483032227,-5.290282249450684,False,neutron,photon,False,-11.55720043182373,-11.548240661621094,0.008959770202636719,-17.67559814453125,-14.673609733581543,3.001988410949707,-18.457719802856445,-15.42065143585205,3.0370683670043945,-5.285372734069824,-10.566695213317871,-5.281322479248047
0,134,neutron,F2_contextual_implicit,neutral_charge_atomic,7.560238361358643,4.428759574890137,-3.131478786468506,False,proton,neutron,False,-13.441271781921387,-12.04953670501709,1.3917350769042969,-15.336859703063965,-11.22693920135498,4.109920501708984,-5.881033420562744,-6.798179626464844,-0.9171462059020996,-16.80497169494629,-15.675357818603516,1.1296138763427734
0,135,proton,F3_process_implicit,positive_charge_atomic,4.374845504760742,2.141535758972168,-2.233309745788574,False,electron,proton,False,-15.84815502166748,-11.32174301147461,4.526412010192871,-6.765970230102539,-9.180207252502441,-2.4142370223999023,-11.140815734863281,-11.321846008300781,-0.1810302734375,-19.450971603393555,-16.142683029174805,3.30828857421875
0,136,neutron,F4_contrast_implicit,nuclear_stability_provider,-0.008975982666015625,0.8528633117675781,0.8618392944335938,False,electron,neutron,False,-11.616613388061523,-11.162361145019531,0.4542522430419922,-4.544347763061523,-8.928421020507812,-4.384073257446289,-4.553323745727539,-8.075557708740234,-3.5222339630126953,-14.690316200256348,-14.92501449584961,-0.23469829559326172
0,138,neutron,F1_direct_implicit,neutral_charge_atomic,11.051236748695374,2.9260005950927734,-8.1252361536026,False,electron,neutron,False,-14.872394561767578,-8.99902629852295,5.873368263244629,-12.90396785736084,-7.989925861358643,4.914041996002197,-1.8527311086654663,-5.063925266265869,-3.211194157600403,-16.928054809570312,-14.959500312805176,1.9685544967651367
0,140,electron,F3_process_implicit,negative_charge_atomic,7.376961708068848,1.565866470336914,-5.811095237731934,False,neutron,electron,False,-9.110688209533691,-11.177133560180664,-2.0664453506469727,-16.774614334106445,-13.614957809448242,3.159656524658203,-16.48764991760254,-12.743000030517578,3.744649887084961,-16.611698150634766,-13.308460235595703,3.3032379150390625
0,145,photon,F4_contrast_implicit,em_quantum,5.520802021026611,-0.10321807861328125,-5.624020099639893,True,proton,neutron,True,-9.27039909362793,-8.357379913330078,0.9130191802978516,-12.523033142089844,-8.765880584716797,3.757152557373047,-10.092056274414062,-8.241687774658203,1.8503684997558594,-3.7495970726013184,-8.344905853271484,-4.595308780670166
0,150,proton,F2_contextual_implicit,positive_charge_atomic,8.807257175445557,3.066004753112793,-5.741252422332764,False,electron,proton,False,-14.381341934204102,-12.02223014831543,2.359111785888672,-5.574084758758545,-8.956225395202637,-3.382140636444092,-15.688714027404785,-13.400418281555176,2.2882957458496094,-18.53338050842285,-16.54639434814453,1.9869861602783203
0,152,proton,F2_contextual_implicit,positive_charge_atomic,6.635526657104492,2.1058902740478516,-4.529636383056641,False,photon,proton,False,-12.173035621643066,-10.901233673095703,1.2718019485473633,-5.537508964538574,-8.795343399047852,-3.2578344345092773,-12.31842041015625,-11.455758094787598,0.8626623153686523,-20.530540466308594,-18.1893367767334,2.3412036895751953
0,153,neutron,F1_direct_implicit,neutral_charge_atomic,6.354726314544678,0.6006660461425781,-5.7540602684021,False,electron,neutron,False,-14.655170440673828,-10.562300682067871,4.092869758605957,-8.270101547241211,-6.007534027099609,2.2625675201416016,-1.9153752326965332,-5.406867980957031,-3.491492748260498,-17.220901489257812,-16.9525146484375,0.2683868408203125
0,154,neutron,F2_contextual_implicit,neutral_charge_atomic,9.608032703399658,4.093714237213135,-5.514318466186523,False,proton,neutron,False,-17.14352035522461,-12.79819393157959,4.3453264236450195,-15.74091911315918,-10.962459564208984,4.778459548950195,-6.1328864097595215,-6.86874532699585,-0.7358589172363281,-19.499706268310547,-15.485215187072754,4.014491081237793
0,165,photon,F4_contrast_implicit,massless_em_mediator,7.2028889656066895,2.925447463989258,-4.277441501617432,False,proton,photon,False,-11.675369262695312,-9.28640079498291,2.3889684677124023,-14.471989631652832,-10.21274471282959,4.259244918823242,-14.00796890258789,-11.055709838867188,2.952259063720703,-4.472480297088623,-6.360953330993652,-1.8884730339050293
0,167,photon,F4_contrast_implicit,massless_em_mediator,6.728085041046143,1.7213516235351562,-5.006733417510986,False,proton,photon,False,-11.331624984741211,-11.205106735229492,0.12651824951171875,-14.850522994995117,-12.212278366088867,2.63824462890625,-14.762863159179688,-13.718570709228516,1.0442924499511719,-4.603539943695068,-9.483755111694336,-4.880215167999268
0,169,electron,F2_contextual_implicit,negative_charge_atomic,6.0613086223602295,0.6905536651611328,-5.370754957199097,False,photon,electron,False,-2.5553362369537354,-8.479045867919922,-5.9237096309661865,-8.616644859313965,-9.169599533081055,-0.5529546737670898,-8.882417678833008,-10.302001953125,-1.4195842742919922,-14.838881492614746,-14.68210220336914,0.15677928924560547
0,170,neutron,F2_contextual_implicit,neutral_charge_atomic,9.182069063186646,-1.127528190612793,-10.309597253799438,True,proton,proton,True,-13.834232330322266,-12.13598918914795,1.6982431411743164,-13.113150596618652,-7.049598693847656,6.063551902770996,-3.931081533432007,-8.17712688446045,-4.246045351028442,-17.741384506225586,-17.51405143737793,0.22733306884765625
0,175,neutron,F3_process_implicit,nuclear_stability_provider,6.0422043800354,1.7270536422729492,-4.315150737762451,False,proton,neutron,False,-11.373263359069824,-12.147268295288086,-0.7740049362182617,-14.556246757507324,-11.114480018615723,3.4417667388916016,-5.331058979034424,-9.387426376342773,-4.05636739730835,-16.338863372802734,-15.365729331970215,0.9731340408325195
0,184,neutron,F4_contrast_implicit,neutral_charge_atomic,11.797432661056519,2.4255666732788086,-9.37186598777771,False,electron,neutron,False,-14.106467247009277,-7.913464546203613,6.193002700805664,-14.886678695678711,-9.47696304321289,5.40971565246582,-2.309034585952759,-5.487897872924805,-3.178863286972046,-17.716257095336914,-16.400564193725586,1.3156929016113281
0,186,photon,F4_contrast_implicit,em_quantum,0.2094898223876953,-1.4510498046875,-1.6605396270751953,True,electron,electron,True,-10.35443115234375,-8.716732025146484,1.6376991271972656,-10.999235153198242,-10.374201774597168,0.6250333786010742,-8.427896499633789,-9.449033737182617,-1.0211372375488281,-8.218406677246094,-10.167781829833984,-1.9493751525878906
0,187,neutron,F1_direct_implicit,neutral_charge_atomic,6.587135553359985,0.170013427734375,-6.41712212562561,False,electron,neutron,False,-10.861464500427246,-7.417219638824463,3.444244861602783,-8.416930198669434,-7.2640252113342285,1.152904987335205,-1.8297946453094482,-7.0940117835998535,-5.264217138290405,-16.441402435302734,-14.685934066772461,1.7554683685302734
0,188,photon,F2_contextual_implicit,massless_em_mediator,5.276698589324951,-1.3970365524291992,-6.67373514175415,True,proton,electron,True,-13.03576946258545,-9.54770278930664,3.4880666732788086,-17.76812171936035,-10.619307518005371,7.1488142013549805,-17.074249267578125,-12.055618286132812,5.0186309814453125,-7.759070873260498,-10.94473934173584,-3.185668468475342
0,190,neutron,F2_contextual_implicit,nuclear_stability_provider,6.386948108673096,-0.48409080505371094,-6.871038913726807,True,proton,proton,True,-13.293399810791016,-11.478029251098633,1.8153705596923828,-10.874197959899902,-7.724397659301758,3.1498003005981445,-4.487249851226807,-8.208488464355469,-3.721238613128662,-17.30411148071289,-16.096529006958008,1.2075824737548828
0,194,proton,F2_contextual_implicit,positive_charge_atomic,7.355550289154053,2.1579456329345703,-5.197604656219482,False,electron,proton,False,-11.628837585449219,-10.376016616821289,1.2528209686279297,-2.6178336143493652,-8.218070983886719,-5.6002373695373535,-9.973383903503418,-11.359088897705078,-1.3857049942016602,-16.423582077026367,-16.198881149291992,0.224700927734375
0,195,photon,F2_contextual_implicit,massless_em_mediator,5.000700950622559,0.39243507385253906,-4.6082658767700195,False,neutron,photon,False,-11.528908729553223,-12.094695091247559,-0.5657863616943359,-16.645729064941406,-14.811018943786621,1.8347101211547852,-17.997068405151367,-15.623459815979004,2.3736085891723633,-6.528207778930664,-11.70226001739502,-5.1740522384643555
0,200,proton,F2_contextual_implicit,positive_charge_atomic,1.974212646484375,0.5487079620361328,-1.4255046844482422,False,photon,proton,False,-10.880106925964355,-10.970331192016602,-0.0902242660522461,-7.951811790466309,-10.075702667236328,-2.1238908767700195,-9.926024436950684,-10.624410629272461,-0.6983861923217773,-17.038211822509766,-15.334922790527344,1.7032890319824219
0,201,photon,F2_contextual_implicit,em_quantum,9.353407859802246,0.3022928237915039,-9.051115036010742,False,electron,photon,False,-17.46992301940918,-13.38291072845459,4.08701229095459,-20.393075942993164,-17.14544677734375,3.247629165649414,-18.8386287689209,-14.898575782775879,3.9400529861450195,-8.116515159606934,-13.080617904663086,-4.964102745056152
0,205,proton,F4_contrast_implicit,positive_charge_atomic,1.8281898498535156,-0.6177167892456055,-2.445906639099121,True,electron,neutron,True,-15.224353790283203,-12.24156665802002,2.9827871322631836,-6.162057876586914,-8.528999328613281,-2.366941452026367,-7.99024772644043,-7.911282539367676,0.0789651870727539,-16.675785064697266,-15.065420150756836,1.6103649139404297
0,211,proton,F3_process_implicit,positive_charge_atomic,3.271066665649414,0.45614051818847656,-2.8149261474609375,False,photon,proton,False,-11.835759162902832,-8.793126106262207,3.042633056640625,-5.1929473876953125,-8.33698558807373,-3.144038200378418,-8.464014053344727,-9.127313613891602,-0.663299560546875,-17.35453987121582,-13.305471420288086,4.049068450927734
0,220,neutron,F4_contrast_implicit,neutral_charge_atomic,11.171288967132568,2.0508322715759277,-9.12045669555664,False,proton,neutron,False,-16.10416603088379,-10.959480285644531,5.144685745239258,-16.350570678710938,-8.043217658996582,8.307353019714355,-4.932877063751221,-5.992385387420654,-1.0595083236694336,-20.71027183532715,-17.736841201782227,2.973430633544922
0,229,proton,F4_contrast_implicit,positive_charge_atomic,6.669107675552368,1.1806554794311523,-5.488452196121216,False,electron,proton,False,-13.13039493560791,-9.536282539367676,3.5941123962402344,-3.5899226665496826,-6.59864616394043,-3.008723497390747,-10.25903034210205,-7.779301643371582,2.4797286987304688,-16.94130516052246,-15.247450828552246,1.6938543319702148
0,240,photon,F2_contextual_implicit,em_quantum,6.824898719787598,-0.8048944473266602,-7.629793167114258,True,proton,electron,True,-10.396808624267578,-8.164188385009766,2.2326202392578125,-13.612189292907715,-10.862310409545898,2.7498788833618164,-13.745606422424316,-11.596464157104492,2.149142265319824,-3.5719099044799805,-8.969082832336426,-5.397172927856445
0,244,proton,F2_contextual_implicit,positive_charge_atomic,3.062570571899414,1.4755935668945312,-1.5869770050048828,False,electron,proton,False,-15.22590446472168,-11.370903015136719,3.855001449584961,-6.480243682861328,-8.296346664428711,-1.8161029815673828,-9.542814254760742,-9.771940231323242,-0.2291259765625,-19.327835083007812,-16.81536102294922,2.5124740600585938
0,247,photon,F1_direct_implicit,massless_em_mediator,5.987273454666138,-2.556324005126953,-8.54359745979309,True,proton,electron,True,-9.105772972106934,-8.721366882324219,0.38440608978271484,-12.39777946472168,-9.525250434875488,2.8725290298461914,-11.833452224731445,-9.848642349243164,1.9848098754882812,-3.118499517440796,-11.277690887451172,-8.159191370010376
0,259,electron,F4_contrast_implicit,negative_charge_atomic,6.56578254699707,1.4927353858947754,-5.073047161102295,False,neutron,electron,False,-2.484572410583496,-6.749759197235107,-4.265186786651611,-9.050354957580566,-8.242494583129883,0.8078603744506836,-10.084460258483887,-8.620818138122559,1.4636421203613281,-16.426191329956055,-16.26255226135254,0.16363906860351562
0,264,photon,F1_direct_implicit,massless_em_mediator,7.087494373321533,-2.22314453125,-9.310638904571533,True,proton,proton,True,-11.404383659362793,-10.193821907043457,1.210561752319336,-13.907029151916504,-9.499588966369629,4.407440185546875,-13.66116714477539,-11.856436729431152,1.8047304153442383,-4.31688928604126,-11.722733497619629,-7.405844211578369
0,268,proton,F4_contrast_implicit,positive_charge_atomic,2.1524438858032227,-0.18500995635986328,-2.337453842163086,True,photon,neutron,True,-9.550004005432129,-8.609827995300293,0.9401760101318359,-7.068124771118164,-8.356588363647461,-1.2884635925292969,-9.220568656921387,-8.171578407287598,1.048990249633789,-16.942106246948242,-13.480729103088379,3.4613771438598633
0,270,neutron,F4_contrast_implicit,nuclear_stability_provider,8.278087139129639,1.1645498275756836,-7.113537311553955,False,proton,neutron,False,-15.301301956176758,-12.217100143432617,3.0842018127441406,-10.745211601257324,-7.361713409423828,3.383498191833496,-2.4671244621276855,-6.1971635818481445,-3.730039119720459,-16.182140350341797,-16.391193389892578,-0.20905303955078125
0,272,neutron,F2_contextual_implicit,nuclear_stability_provider,8.00253963470459,1.0588560104370117,-6.943683624267578,False,proton,neutron,False,-14.288846969604492,-12.033289909362793,2.255557060241699,-12.394099235534668,-8.276453018188477,4.117646217346191,-4.391559600830078,-7.217597007751465,-2.8260374069213867,-18.02582359313965,-16.12102508544922,1.9047985076904297
0,273,neutron,F1_direct_implicit,neutral_charge_atomic,9.555027484893799,2.025167465209961,-7.529860019683838,False,proton,neutron,False,-14.413314819335938,-9.986984252929688,4.42633056640625,-12.831953048706055,-8.202762603759766,4.629190444946289,-3.276925563812256,-6.177595138549805,-2.900669574737549,-16.545223236083984,-15.955106735229492,0.5901165008544922
0,274,electron,F1_direct_implicit,negative_charge_atomic,5.05817985534668,0.8392601013183594,-4.21891975402832,False,neutron,electron,False,-2.086775779724121,-6.906328201293945,-4.819552421569824,-7.144955635070801,-7.745588302612305,-0.6006326675415039,-10.658822059631348,-9.534466743469238,1.1243553161621094,-16.284255981445312,-16.21376609802246,0.07048988342285156
0,278,photon,F3_process_implicit,massless_em_mediator,4.563709259033203,0.5009746551513672,-4.062734603881836,False,neutron,photon,False,-11.749887466430664,-10.058646202087402,1.6912412643432617,-14.784975051879883,-11.446444511413574,3.3385305404663086,-14.636480331420898,-10.51362419128418,4.122856140136719,-7.186178207397461,-9.557671546936035,-2.371493339538574
0,283,neutron,F2_contextual_implicit,nuclear_stability_provider,6.504840850830078,3.3189687728881836,-3.1858720779418945,False,electron,neutron,False,-14.039789199829102,-12.90103816986084,1.1387510299682617,-11.899629592895508,-11.633326530456543,0.26630306243896484,-5.39478874206543,-8.31435775756836,-2.9195690155029297,-19.1497745513916,-18.087121963500977,1.062652587890625
0,285,neutron,F2_contextual_implicit,nuclear_stability_provider,4.8255414962768555,3.175075054168701,-1.6504664421081543,False,photon,neutron,False,-14.44767951965332,-12.103067398071289,2.3446121215820312,-11.204522132873535,-10.95899772644043,0.24552440643310547,-6.37898063659668,-7.7839226722717285,-1.4049420356750488,-17.923452377319336,-15.397552490234375,2.525899887084961
0,286,photon,F2_contextual_implicit,massless_em_mediator,6.036512851715088,0.7965669631958008,-5.239945888519287,False,proton,photon,False,-10.96896743774414,-9.639888763427734,1.3290786743164062,-13.255460739135742,-9.769440650939941,3.486020088195801,-13.328314781188965,-12.202832221984863,1.1254825592041016,-4.932454586029053,-8.843321800231934,-3.910867214202881
0,289,proton,F1_direct_implicit,positive_charge_atomic,6.3106584548950195,2.0542993545532227,-4.256359100341797,False,electron,proton,False,-12.738691329956055,-8.556877136230469,4.181814193725586,-3.3779239654541016,-6.386011123657227,-3.008087158203125,-9.688582420349121,-8.44031047821045,1.2482719421386719,-18.2698917388916,-16.54932975769043,1.7205619812011719
0,290,neutron,F4_contrast_implicit,neutral_charge_atomic,4.4724884033203125,1.176347255706787,-3.2961411476135254,False,electron,neutron,False,-10.32186222076416,-8.91673469543457,1.4051275253295898,-7.897252559661865,-8.440910339355469,-0.5436577796936035,-3.4247641563415527,-7.264563083648682,-3.839798927307129,-13.707954406738281,-14.175262451171875,-0.46730804443359375
0,294,photon,F3_process_implicit,massless_em_mediator,6.348578929901123,0.4244422912597656,-5.924136638641357,False,proton,photon,False,-13.35291862487793,-11.826376914978027,1.5265417098999023,-15.437121391296387,-13.132827758789062,2.304293632507324,-16.388269424438477,-15.131699562072754,1.2565698623657227,-7.004339694976807,-11.401934623718262,-4.397594928741455
0,301,neutron,F1_direct_implicit,nuclear_stability_provider,5.460766792297363,-0.7065258026123047,-6.167292594909668,True,proton,proton,True,-7.8664045333862305,-10.08700180053711,-2.220597267150879,-11.130131721496582,-8.02273941040039,3.1073923110961914,-2.405637741088867,-8.729265213012695,-6.323627471923828,-16.321151733398438,-14.938926696777344,1.3822250366210938
0,302,neutron,F3_process_implicit,neutral_charge_atomic,9.455206513404846,1.10695219039917,-8.348254323005676,False,photon,neutron,False,-11.161571502685547,-8.56438159942627,2.5971899032592773,-11.802943229675293,-8.171719551086426,3.631223678588867,-1.7063649892807007,-7.064767360687256,-5.358402371406555,-19.10247230529785,-14.626785278320312,4.475687026977539
0,303,neutron,F3_process_implicit,neutral_charge_atomic,3.658177375793457,-0.7672157287597656,-4.425393104553223,True,proton,proton,True,-5.463594913482666,-8.825765609741211,-3.362170696258545,-7.797853946685791,-6.856662273406982,0.9411916732788086,-1.805417537689209,-7.623878002166748,-5.818460464477539,-13.642391204833984,-13.575223922729492,0.06716728210449219
0,304,electron,F2_contextual_implicit,negative_charge_atomic,5.03150749206543,1.6801652908325195,-3.35134220123291,False,neutron,electron,False,-5.140094757080078,-8.539393424987793,-3.399298667907715,-10.171602249145508,-10.219558715820312,-0.04795646667480469,-12.53190803527832,-11.5402250289917,0.9916830062866211,-13.662859916687012,-12.911510467529297,0.7513494491577148
0,307,photon,F3_process_implicit,massless_em_mediator,5.322044849395752,2.3064918518066406,-3.0155529975891113,False,neutron,photon,False,-9.296849250793457,-11.61271858215332,-2.3158693313598633,-12.680243492126465,-12.668893814086914,0.011349678039550781,-14.226877212524414,-12.821056365966797,1.4058208465576172,-3.974804401397705,-9.30622673034668,-5.331422328948975
0,308,electron,F4_contrast_implicit,negative_charge_atomic,5.525392532348633,1.819697380065918,-3.705695152282715,False,photon,electron,False,-8.896910667419434,-9.161537170410156,-0.26462650299072266,-14.422303199768066,-10.981234550476074,3.441068649291992,-15.436881065368652,-11.826659202575684,3.6102218627929688,-19.821739196777344,-13.727117538452148,6.094621658325195
0,309,electron,F3_process_implicit,negative_charge_atomic,4.243509292602539,1.2628669738769531,-2.980642318725586,False,proton,electron,False,-8.18645191192627,-9.716849327087402,-1.5303974151611328,-19.12892723083496,-13.804397583007812,5.324529647827148,-18.955209732055664,-14.054548263549805,4.900661468505859,-12.429961204528809,-10.979716300964355,1.4502449035644531
0,318,photon,F1_direct_implicit,em_quantum,6.9131340980529785,1.0342121124267578,-5.878921985626221,False,neutron,photon,False,-10.72008228302002,-10.987894058227539,-0.26781177520751953,-13.059507369995117,-12.705933570861816,0.3535737991333008,-14.883591651916504,-13.435940742492676,1.4476509094238281,-3.806948184967041,-9.953681945800781,-6.14673376083374
0,329,photon,F2_contextual_implicit,em_quantum,4.773547649383545,-2.369760513305664,-7.143308162689209,True,neutron,electron,True,-10.760263442993164,-8.98284912109375,1.777414321899414,-16.45659828186035,-12.971351623535156,3.4852466583251953,-17.334150314331055,-13.392757415771484,3.9413928985595703,-5.986715793609619,-11.352609634399414,-5.365893840789795
0,332,photon,F3_process_implicit,em_quantum,4.137260437011719,1.5395326614379883,-2.5977277755737305,False,neutron,photon,False,-9.67293643951416,-11.226591110229492,-1.553654670715332,-14.617630958557129,-13.625325202941895,0.9923057556152344,-15.480504035949707,-14.330740928649902,1.1497631072998047,-5.535676002502441,-9.687058448791504,-4.1513824462890625
0,334,neutron,F4_contrast_implicit,nuclear_stability_provider,4.362615585327148,2.4512147903442383,-1.9114007949829102,False,electron,neutron,False,-12.023298263549805,-11.281477928161621,0.7418203353881836,-9.426663398742676,-10.590751647949219,-1.164088249206543,-5.064047813415527,-8.13953685760498,-3.075489044189453,-13.54173755645752,-13.27612018585205,0.26561737060546875
0,339,neutron,F1_direct_implicit,neutral_charge_atomic,7.664167165756226,0.8707952499389648,-6.793371915817261,False,proton,neutron,False,-9.236137390136719,-8.786555290222168,0.4495820999145508,-10.148622512817383,-7.888412952423096,2.260209560394287,-1.5719702243804932,-7.017617702484131,-5.445647478103638,-13.092348098754883,-14.836137771606445,-1.7437896728515625
0,343,neutron,F1_direct_implicit,neutral_charge_atomic,6.942520380020142,-0.3996257781982422,-7.342146158218384,True,electron,proton,True,-12.683939933776855,-10.066805839538574,2.6171340942382812,-9.714113235473633,-7.415405750274658,2.2987074851989746,-2.771592855453491,-7.8150315284729,-5.043438673019409,-17.605955123901367,-16.523183822631836,1.0827713012695312
