prompt_idx,correct_answer,filter_property,wording_family,cluster_k4,cluster_k8,pca_x,pca_y
57,neutron,nuclear_stability_provider,F3_process_implicit,1,3,0.14453457,-0.00211769
58,photon,massless_em_mediator,F3_process_implicit,0,4,0.0013238932,-0.07278799
59,photon,em_quantum,F4_contrast_implicit,3,5,-0.06937702,0.055027515
60,proton,positive_charge_atomic,F2_contextual_implicit,0,1,-0.00024137502,-0.12482599
61,neutron,neutral_charge_atomic,F2_contextual_implicit,0,4,0.096393086,-0.15913096
62,photon,em_quantum,F2_contextual_implicit,0,6,0.13589458,-0.06454937
63,photon,em_quantum,F2_contextual_implicit,0,4,-0.042958245,-0.05489961
64,proton,positive_charge_atomic,F3_process_implicit,0,1,-0.024608148,-0.13185538
65,photon,em_quantum,F2_contextual_implicit,0,6,0.097616196,-0.023006504
66,proton,positive_charge_atomic,F3_process_implicit,0,4,0.05690236,-0.08092828
67,photon,em_quantum,F4_contrast_implicit,3,5,-0.022919757,0.15180139
68,neutron,neutral_charge_atomic,F2_contextual_implicit,2,7,-0.16883007,0.033172265
69,photon,em_quantum,F3_process_implicit,2,2,-0.21968547,-0.067611136
70,proton,positive_charge_atomic,F4_contrast_implicit,1,6,0.16922785,-0.042269647
71,proton,positive_charge_atomic,F2_contextual_implicit,0,1,-0.033987917,-0.13657232
72,electron,negative_charge_atomic,F4_contrast_implicit,0,6,0.15662988,-0.10419866
73,neutron,neutral_charge_atomic,F4_contrast_implicit,3,5,-0.07716436,0.41363242
74,proton,positive_charge_atomic,F3_process_implicit,0,1,0.04476403,-0.12663698
75,photon,em_quantum,F4_contrast_implicit,3,5,0.077591605,0.14989354
76,neutron,nuclear_stability_provider,F1_direct_implicit,1,6,0.08495001,0.043120157
77,photon,em_quantum,F3_process_implicit,2,2,-0.38348708,-0.065830946
78,photon,em_quantum,F3_process_implicit,2,0,-0.34421107,0.12817748
79,photon,massless_em_mediator,F4_contrast_implicit,3,5,-0.019023752,0.3068994
80,neutron,nuclear_stability_provider,F4_contrast_implicit,1,6,0.12901677,-0.056304794
81,neutron,neutral_charge_atomic,F4_contrast_implicit,0,6,0.031233849,-0.059353877
82,photon,em_quantum,F2_contextual_implicit,0,1,0.031307604,-0.08855196
83,neutron,neutral_charge_atomic,F4_contrast_implicit,1,6,0.10067543,-0.022491757
84,electron,negative_charge_atomic,F4_contrast_implicit,1,6,0.09648203,-0.0043928656
85,proton,positive_charge_atomic,F4_contrast_implicit,1,3,0.12534276,0.16255522
86,neutron,nuclear_stability_provider,F4_contrast_implicit,1,6,0.091729544,0.022427129
87,neutron,neutral_charge_atomic,F3_process_implicit,2,0,-0.2970532,0.16295591
88,neutron,nuclear_stability_provider,F3_process_implicit,2,2,-0.33090666,0.0032904178
89,proton,positive_charge_atomic,F2_contextual_implicit,0,1,0.07650015,-0.109514214
90,neutron,neutral_charge_atomic,F4_contrast_implicit,1,6,0.18264093,-0.031241236
91,photon,em_quantum,F2_contextual_implicit,2,2,-0.18777642,-0.04137469
92,photon,massless_em_mediator,F3_process_implicit,2,2,-0.3493162,-0.045761682
93,neutron,neutral_charge_atomic,F4_contrast_implicit,1,6,0.12705787,-0.065091066
94,electron,negative_charge_atomic,F3_process_implicit,0,4,0.059355687,-0.057505865
95,neutron,nuclear_stability_provider,F3_process_implicit,2,2,-0.1534832,-0.1160507
96,photon,massless_em_mediator,F2_contextual_implicit,2,0,-0.17456463,0.13419953
97,neutron,neutral_charge_atomic,F4_contrast_implicit,1,3,0.1523777,0.096868426
98,electron,negative_charge_atomic,F3_process_implicit,1,4,0.06315264,0.00978831
99,neutron,neutral_charge_atomic,F2_contextual_implicit,0,4,0.0686808,-0.09698704
100,proton,positive_charge_atomic,F3_process_implicit,2,7,-0.119753726,-0.06286983
101,proton,positive_charge_atomic,F2_contextual_implicit,3,4,0.05236617,0.089944296
102,neutron,nuclear_stability_provider,F4_contrast_implicit,1,6,0.10042213,-0.013095145
103,proton,positive_charge_atomic,F1_direct_implicit,0,1,0.11366767,-0.0982384
104,electron,negative_charge_atomic,F2_contextual_implicit,0,4,0.09685008,-0.04884494
105,neutron,neutral_charge_atomic,F3_process_implicit,1,4,0.018947335,0.09131267
106,neutron,neutral_charge_atomic,F4_contrast_implicit,1,6,0.1689896,0.023573538
107,electron,negative_charge_atomic,F4_contrast_implicit,0,1,-0.05251515,-0.080068804
108,neutron,neutral_charge_atomic,F3_process_implicit,0,1,0.039816983,-0.0797353
109,photon,massless_em_mediator,F2_contextual_implicit,2,7,-0.14638627,0.16969627
110,neutron,neutral_charge_atomic,F4_contrast_implicit,1,6,0.109110616,-0.0223031
111,electron,negative_charge_atomic,F3_process_implicit,2,7,-0.1377331,0.06602681
112,electron,negative_charge_atomic,F2_contextual_implicit,0,1,0.15238798,-0.034168858
113,neutron,nuclear_stability_provider,F2_contextual_implicit,0,4,0.07785561,-0.030561276
114,neutron,neutral_charge_atomic,F4_contrast_implicit,1,6,0.14912778,-0.021690106
115,photon,em_quantum,F2_contextual_implicit,0,1,0.016991653,-0.104296625
116,electron,negative_charge_atomic,F4_contrast_implicit,1,3,0.06882673,0.0039691445
117,electron,negative_charge_atomic,F2_contextual_implicit,2,2,-0.18338305,-0.105183296
118,electron,negative_charge_atomic,F4_contrast_implicit,1,3,0.16289167,-0.009284645
119,neutron,neutral_charge_atomic,F3_process_implicit,0,1,-0.040381346,-0.12581119
120,neutron,neutral_charge_atomic,F2_contextual_implicit,1,7,-0.0012932775,0.009383691
121,neutron,nuclear_stability_provider,F2_contextual_implicit,0,4,0.0030568496,-0.07729426
122,photon,em_quantum,F4_contrast_implicit,3,5,0.082289055,0.040712584
123,photon,massless_em_mediator,F4_contrast_implicit,3,5,-0.014036973,0.26298586
124,neutron,nuclear_stability_provider,F2_contextual_implicit,1,7,-0.06822306,0.057320483
125,neutron,neutral_charge_atomic,F4_contrast_implicit,1,3,0.12879981,0.117019944
126,electron,negative_charge_atomic,F4_contrast_implicit,0,1,-0.0018341276,-0.047176346
127,photon,em_quantum,F2_contextual_implicit,2,2,-0.30355817,-0.053909153
128,photon,massless_em_mediator,F2_contextual_implicit,2,2,-0.24793574,-0.025051635
129,electron,negative_charge_atomic,F2_contextual_implicit,0,4,0.113036446,-0.07623948
130,photon,em_quantum,F3_process_implicit,0,4,-0.07434528,-0.088950545
131,neutron,nuclear_stability_provider,F3_process_implicit,1,7,0.018699262,0.064913884
132,photon,em_quantum,F2_contextual_implicit,0,4,0.09853236,-0.01564999
133,neutron,nuclear_stability_provider,F3_process_implicit,1,7,-0.02629619,-0.0012787734
134,neutron,neutral_charge_atomic,F2_contextual_implicit,0,1,-0.024138736,-0.12305923
135,proton,positive_charge_atomic,F3_process_implicit,0,7,-0.03570982,-0.019136427
136,neutron,nuclear_stability_provider,F4_contrast_implicit,2,2,-0.15666422,-0.00069000566
137,proton,positive_charge_atomic,F4_contrast_implicit,1,6,0.027091485,0.033517625
138,neutron,neutral_charge_atomic,F1_direct_implicit,1,3,0.16905762,0.15895344
139,electron,negative_charge_atomic,F2_contextual_implicit,0,7,-0.08242839,-0.0480354
140,electron,negative_charge_atomic,F3_process_implicit,2,2,-0.15768401,-0.07742876
141,electron,negative_charge_atomic,F4_contrast_implicit,0,1,0.07387394,-0.15222766
142,neutron,neutral_charge_atomic,F2_contextual_implicit,0,4,0.0021709977,-0.15277274
143,electron,negative_charge_atomic,F3_process_implicit,0,4,0.06513927,-0.078587495
144,proton,positive_charge_atomic,F4_contrast_implicit,1,6,0.18216103,-0.030084675
145,photon,em_quantum,F4_contrast_implicit,3,5,0.12460645,0.11304054
146,neutron,nuclear_stability_provider,F4_contrast_implicit,1,6,0.11864282,0.061717413
147,photon,massless_em_mediator,F4_contrast_implicit,3,5,0.021471266,0.3129014
148,photon,massless_em_mediator,F1_direct_implicit,0,1,0.0057610446,0.02029793
149,electron,negative_charge_atomic,F4_contrast_implicit,0,1,0.15513775,-0.091132365
150,proton,positive_charge_atomic,F2_contextual_implicit,2,2,-0.1546638,-0.032932434
151,photon,massless_em_mediator,F2_contextual_implicit,3,5,-0.035852693,0.2570271
152,proton,positive_charge_atomic,F2_contextual_implicit,0,1,-0.007850803,-0.13761425
153,neutron,neutral_charge_atomic,F1_direct_implicit,1,3,0.22124922,0.052533682
154,neutron,neutral_charge_atomic,F2_contextual_implicit,0,7,-0.05619563,-0.037158802
155,neutron,nuclear_stability_provider,F2_contextual_implicit,0,4,0.111402705,-0.104710616
156,neutron,neutral_charge_atomic,F3_process_implicit,2,7,-0.14622341,0.023207363
157,neutron,nuclear_stability_provider,F3_process_implicit,2,7,-0.10707785,0.03005241
158,neutron,neutral_charge_atomic,F3_process_implicit,2,2,-0.3509721,-0.025456198
159,photon,em_quantum,F3_process_implicit,2,2,-0.23325354,-0.063421294
160,electron,negative_charge_atomic,F3_process_implicit,0,4,0.1377724,-0.006387798
161,photon,massless_em_mediator,F3_process_implicit,2,2,-0.22051364,-0.1048175
162,photon,massless_em_mediator,F2_contextual_implicit,3,5,0.025454622,0.23785378
163,photon,massless_em_mediator,F3_process_implicit,2,7,-0.11973133,0.11629362
164,neutron,neutral_charge_atomic,F3_process_implicit,1,7,-0.04606161,0.01806353
165,photon,massless_em_mediator,F4_contrast_implicit,3,0,-0.16229816,0.32256934
166,neutron,neutral_charge_atomic,F3_process_implicit,1,3,0.09155224,0.113999665
167,photon,massless_em_mediator,F4_contrast_implicit,3,5,0.07885668,0.14226288
168,proton,positive_charge_atomic,F2_contextual_implicit,0,4,0.027107278,-0.08189771
169,electron,negative_charge_atomic,F2_contextual_implicit,0,4,0.039609045,-0.108961046
170,neutron,neutral_charge_atomic,F2_contextual_implicit,1,4,0.15708648,-0.05594914
171,proton,positive_charge_atomic,F3_process_implicit,0,4,0.06857023,-0.07548179
172,neutron,neutral_charge_atomic,F3_process_implicit,1,4,0.07208608,0.009303691
173,photon,em_quantum,F4_contrast_implicit,3,5,0.013190994,0.06523028
174,neutron,nuclear_stability_provider,F3_process_implicit,0,4,0.040531024,-0.067345195
175,neutron,nuclear_stability_provider,F3_process_implicit,0,4,0.03890029,-0.035424337
176,photon,massless_em_mediator,F4_contrast_implicit,3,5,-0.05304019,0.41671154
177,photon,em_quantum,F3_process_implicit,2,2,-0.13182999,-0.067223154
178,neutron,neutral_charge_atomic,F3_process_implicit,0,4,0.08833075,-0.06850438
179,photon,massless_em_mediator,F2_contextual_implicit,2,2,-0.3351995,-0.0056062485
180,photon,massless_em_mediator,F2_contextual_implicit,2,2,-0.21496135,-0.07936784
181,electron,negative_charge_atomic,F2_contextual_implicit,0,1,0.078676015,-0.071010955
182,neutron,nuclear_stability_provider,F4_contrast_implicit,1,3,0.10680079,0.054392036
183,proton,positive_charge_atomic,F2_contextual_implicit,0,4,-0.0470405,-0.10352439
184,neutron,neutral_charge_atomic,F4_contrast_implicit,1,6,0.102812774,0.004267863
185,electron,negative_charge_atomic,F2_contextual_implicit,0,4,0.016467042,-0.039598472
186,photon,em_quantum,F4_contrast_implicit,1,6,0.20719896,-0.0018795403
187,neutron,neutral_charge_atomic,F1_direct_implicit,1,3,0.11586436,-0.04677058
188,photon,massless_em_mediator,F2_contextual_implicit,0,1,-0.10617468,0.021821417
189,photon,massless_em_mediator,F3_process_implicit,2,2,-0.16718075,-0.13614036
190,neutron,nuclear_stability_provider,F2_contextual_implicit,0,4,0.13264173,-0.08544913
191,photon,massless_em_mediator,F1_direct_implicit,3,5,0.049439874,0.32245004
192,proton,positive_charge_atomic,F2_contextual_implicit,0,1,0.067037076,-0.11748485
193,photon,massless_em_mediator,F3_process_implicit,2,2,-0.31369206,-0.061983578
194,proton,positive_charge_atomic,F2_contextual_implicit,0,4,0.083853684,-0.0640901
195,photon,massless_em_mediator,F2_contextual_implicit,2,2,-0.32176638,-0.021178795
196,neutron,neutral_charge_atomic,F1_direct_implicit,1,3,0.09491976,-0.0003972951
197,neutron,neutral_charge_atomic,F3_process_implicit,0,4,0.015591487,-0.06927968
198,photon,em_quantum,F2_contextual_implicit,2,7,-0.0846711,0.011988895
199,electron,negative_charge_atomic,F3_process_implicit,0,4,0.11951309,-0.091009304
200,proton,positive_charge_atomic,F2_contextual_implicit,0,4,-0.008500009,-0.14134184
201,photon,em_quantum,F2_contextual_implicit,0,1,-0.055515524,-0.044409283
202,neutron,neutral_charge_atomic,F3_process_implicit,0,4,0.08245219,-0.076935284
203,electron,negative_charge_atomic,F4_contrast_implicit,1,6,0.17139158,-0.06833601
204,proton,positive_charge_atomic,F3_process_implicit,0,7,-0.055531062,-0.06260971
205,proton,positive_charge_atomic,F4_contrast_implicit,1,6,0.20032853,0.03194767
206,proton,positive_charge_atomic,F4_contrast_implicit,0,6,0.17586838,-0.08495026
207,neutron,nuclear_stability_provider,F3_process_implicit,1,7,-0.009466765,0.10241441
208,photon,em_quantum,F3_process_implicit,2,2,-0.15093398,-0.08510804
209,neutron,nuclear_stability_provider,F2_contextual_implicit,0,4,0.07238469,-0.06847056
210,neutron,nuclear_stability_provider,F2_contextual_implicit,2,2,-0.281006,-0.10583914
211,proton,positive_charge_atomic,F3_process_implicit,2,2,-0.17449851,-0.102558054
212,photon,massless_em_mediator,F3_process_implicit,2,2,-0.13764137,-0.068945184
213,photon,em_quantum,F4_contrast_implicit,3,5,0.06280998,0.14713018
214,electron,negative_charge_atomic,F4_contrast_implicit,0,6,0.10170115,-0.061910618
215,proton,positive_charge_atomic,F3_process_implicit,0,4,0.015430184,-0.0784428
216,neutron,neutral_charge_atomic,F4_contrast_implicit,1,6,0.21486509,0.06943109
217,neutron,nuclear_stability_provider,F2_contextual_implicit,2,0,-0.16749592,0.1439324
218,electron,negative_charge_atomic,F1_direct_implicit,1,3,0.11829567,0.07515886
219,electron,negative_charge_atomic,F2_contextual_implicit,0,4,-0.013487366,-0.06494595
220,neutron,neutral_charge_atomic,F4_contrast_implicit,1,6,0.14663324,-0.03459092
221,photon,massless_em_mediator,F4_contrast_implicit,2,2,-0.2939885,0.009189097
222,photon,em_quantum,F3_process_implicit,0,4,-0.019227406,-0.07738613
223,photon,em_quantum,F4_contrast_implicit,2,2,-0.24982554,0.14631562
224,electron,negative_charge_atomic,F2_contextual_implicit,0,4,0.04500064,-0.077258565
225,photon,em_quantum,F2_contextual_implicit,0,4,0.08005576,-0.054678943
226,photon,massless_em_mediator,F2_contextual_implicit,2,0,-0.44488,0.19369441
227,photon,massless_em_mediator,F3_process_implicit,2,2,-0.33628654,0.0072187306
228,photon,em_quantum,F1_direct_implicit,1,6,0.15376908,0.0077767414
229,proton,positive_charge_atomic,F4_contrast_implicit,1,6,0.16622375,0.007249205
230,neutron,nuclear_stability_provider,F4_contrast_implicit,1,6,0.091417916,-0.049622014
231,photon,em_quantum,F1_direct_implicit,0,1,0.046086334,-0.04338764
232,proton,positive_charge_atomic,F1_direct_implicit,0,1,0.06605976,-0.11384412
233,photon,em_quantum,F3_process_implicit,2,2,-0.2224455,-0.07222775
234,photon,em_quantum,F1_direct_implicit,0,1,-0.05919786,-0.08365725
235,photon,massless_em_mediator,F3_process_implicit,2,2,-0.17986797,-0.04131811
236,electron,negative_charge_atomic,F2_contextual_implicit,0,1,0.034130804,-0.06448416
237,proton,positive_charge_atomic,F3_process_implicit,1,4,0.087238744,0.005379152
238,proton,positive_charge_atomic,F3_process_implicit,0,7,-0.01162024,-0.0058749523
239,neutron,neutral_charge_atomic,F4_contrast_implicit,1,3,0.1550394,0.14676951
240,photon,em_quantum,F2_contextual_implicit,0,4,-0.0057571023,-0.05787596
241,proton,positive_charge_atomic,F2_contextual_implicit,0,4,0.025811166,-0.018623617
242,photon,massless_em_mediator,F2_contextual_implicit,3,5,-0.035600405,0.12778941
243,neutron,neutral_charge_atomic,F2_contextual_implicit,0,4,0.15117815,-0.105211794
244,proton,positive_charge_atomic,F2_contextual_implicit,1,4,0.1028285,-0.05252445
245,photon,massless_em_mediator,F3_process_implicit,3,4,0.042015787,0.10104535
246,neutron,neutral_charge_atomic,F2_contextual_implicit,0,4,0.008763726,-0.031776246
247,photon,massless_em_mediator,F1_direct_implicit,3,5,0.1374068,0.12683561
248,photon,massless_em_mediator,F2_contextual_implicit,2,2,-0.26804218,-0.05132861
249,photon,em_quantum,F4_contrast_implicit,3,5,0.037855394,0.09505867
250,photon,massless_em_mediator,F2_contextual_implicit,3,5,0.0018576488,0.21045847
251,photon,em_quantum,F3_process_implicit,2,0,-0.2868818,0.1327347
252,neutron,nuclear_stability_provider,F1_direct_implicit,1,3,0.20054677,0.054723803
253,photon,massless_em_mediator,F2_contextual_implicit,2,0,-0.16875216,0.1633287
254,neutron,nuclear_stability_provider,F2_contextual_implicit,1,3,0.07324402,0.014296493
255,photon,em_quantum,F2_contextual_implicit,0,1,0.026633458,-0.07841588
256,photon,em_quantum,F2_contextual_implicit,0,1,-0.042044707,-0.050334897
257,proton,positive_charge_atomic,F1_direct_implicit,1,3,0.19380645,0.010096983
258,neutron,nuclear_stability_provider,F2_contextual_implicit,1,3,0.10132951,0.20656534
259,electron,negative_charge_atomic,F4_contrast_implicit,0,1,0.14248623,-0.08105734
260,electron,negative_charge_atomic,F4_contrast_implicit,1,6,0.16276424,0.04397879
261,photon,massless_em_mediator,F4_contrast_implicit,3,5,0.14902718,0.08242553
262,neutron,nuclear_stability_provider,F2_contextual_implicit,1,7,-0.036666088,0.061955933
263,electron,negative_charge_atomic,F3_process_implicit,2,2,-0.14660896,-0.09752645
264,photon,massless_em_mediator,F1_direct_implicit,3,5,-0.0020197963,0.19308524
265,proton,positive_charge_atomic,F3_process_implicit,0,2,-0.13055143,-0.15476483
266,electron,negative_charge_atomic,F2_contextual_implicit,0,4,-0.035085674,-0.15826538
267,proton,positive_charge_atomic,F3_process_implicit,0,4,-0.0007840312,-0.03082578
268,proton,positive_charge_atomic,F4_contrast_implicit,1,6,0.1104462,-0.030931547
269,photon,massless_em_mediator,F2_contextual_implicit,3,0,-0.20589232,0.39570495
270,neutron,nuclear_stability_provider,F4_contrast_implicit,1,3,0.18357812,0.07403072
271,electron,negative_charge_atomic,F1_direct_implicit,0,6,0.14056034,-0.08410693
272,neutron,nuclear_stability_provider,F2_contextual_implicit,1,4,0.09081042,-0.016250415
273,neutron,neutral_charge_atomic,F1_direct_implicit,1,3,0.09732119,0.104611166
274,electron,negative_charge_atomic,F1_direct_implicit,1,3,0.1497009,-0.038017917
275,neutron,nuclear_stability_provider,F3_process_implicit,0,7,-0.057098437,-0.03894684
276,proton,positive_charge_atomic,F1_direct_implicit,1,3,0.20281444,-0.013342688
277,neutron,neutral_charge_atomic,F2_contextual_implicit,0,4,0.00977586,-0.15055092
278,photon,massless_em_mediator,F3_process_implicit,2,0,-0.2856067,0.16935112
279,photon,massless_em_mediator,F3_process_implicit,2,2,-0.31116408,-0.105433114
280,photon,em_quantum,F2_contextual_implicit,0,1,0.021379923,-0.1028726
281,proton,positive_charge_atomic,F4_contrast_implicit,0,6,0.11205329,-0.097479254
282,electron,negative_charge_atomic,F3_process_implicit,0,1,-0.011420401,-0.076083
283,neutron,nuclear_stability_provider,F2_contextual_implicit,2,2,-0.18114795,-0.10418047
284,proton,positive_charge_atomic,F2_contextual_implicit,0,4,0.097086646,-0.09610366
285,neutron,nuclear_stability_provider,F2_contextual_implicit,2,7,-0.19488883,0.033951115
286,photon,massless_em_mediator,F2_contextual_implicit,3,5,-0.068249606,0.21978115
287,electron,negative_charge_atomic,F1_direct_implicit,1,3,0.1474946,-0.018676074
288,photon,em_quantum,F4_contrast_implicit,1,6,0.14598389,0.0467757
289,proton,positive_charge_atomic,F1_direct_implicit,1,3,0.14305829,-0.026137542
290,neutron,neutral_charge_atomic,F4_contrast_implicit,1,6,0.1424072,-0.046543248
291,photon,massless_em_mediator,F2_contextual_implicit,3,5,-0.0058553685,0.10665528
292,photon,massless_em_mediator,F4_contrast_implicit,3,5,0.10660654,0.22805461
293,photon,massless_em_mediator,F3_process_implicit,0,7,-0.059705283,0.047649056
294,photon,massless_em_mediator,F3_process_implicit,2,7,-0.16698943,0.0053985366
295,photon,massless_em_mediator,F2_contextual_implicit,2,2,-0.38408408,0.08388242
296,electron,negative_charge_atomic,F3_process_implicit,0,1,0.07142887,-0.0981125
297,electron,negative_charge_atomic,F1_direct_implicit,1,3,0.15620258,-0.04116334
298,neutron,nuclear_stability_provider,F4_contrast_implicit,1,6,0.13062055,-0.058145564
299,proton,positive_charge_atomic,F3_process_implicit,0,1,0.0008522299,-0.08370433
300,neutron,nuclear_stability_provider,F3_process_implicit,0,1,-0.037595242,-0.07108712
301,neutron,nuclear_stability_provider,F1_direct_implicit,0,1,0.047973316,-0.05968183
302,neutron,neutral_charge_atomic,F3_process_implicit,1,7,0.037719797,0.08543603
303,neutron,neutral_charge_atomic,F3_process_implicit,1,3,0.028075961,0.06885989
304,electron,negative_charge_atomic,F2_contextual_implicit,0,1,-0.041307032,-0.18025142
305,photon,em_quantum,F2_contextual_implicit,0,1,0.12509404,-0.11400856
306,photon,massless_em_mediator,F3_process_implicit,0,7,-0.050263397,-0.03380386
307,photon,massless_em_mediator,F3_process_implicit,2,2,-0.29151627,-0.028026838
308,electron,negative_charge_atomic,F4_contrast_implicit,0,7,-0.0047059124,-0.016782766
309,electron,negative_charge_atomic,F3_process_implicit,1,7,-0.0020245127,0.0049132435
310,electron,negative_charge_atomic,F2_contextual_implicit,0,1,-0.012128393,-0.15101404
311,electron,negative_charge_atomic,F3_process_implicit,0,7,-0.015900137,-0.021785969
312,neutron,nuclear_stability_provider,F2_contextual_implicit,0,1,0.047213588,-0.10922658
313,neutron,nuclear_stability_provider,F2_contextual_implicit,2,0,-0.21640868,0.16687126
314,electron,negative_charge_atomic,F4_contrast_implicit,0,1,0.060789753,-0.14787996
315,photon,em_quantum,F3_process_implicit,2,2,-0.24299252,-0.09814157
316,photon,massless_em_mediator,F2_contextual_implicit,3,5,0.07912483,0.12764028
317,neutron,neutral_charge_atomic,F3_process_implicit,2,2,-0.14629944,-0.04794033
318,photon,em_quantum,F1_direct_implicit,0,1,0.00010559994,-0.054671258
319,neutron,neutral_charge_atomic,F4_contrast_implicit,1,6,0.15032049,0.026507482
320,photon,em_quantum,F1_direct_implicit,3,3,0.08783591,0.13203654
321,proton,positive_charge_atomic,F3_process_implicit,2,7,-0.12738726,-0.051332723
322,neutron,nuclear_stability_provider,F3_process_implicit,0,7,-0.032410376,-0.037033893
323,photon,massless_em_mediator,F3_process_implicit,2,2,-0.4380722,0.049902733
324,proton,positive_charge_atomic,F3_process_implicit,0,4,0.03646843,-0.00960623
325,photon,massless_em_mediator,F4_contrast_implicit,3,5,0.005495114,0.1572184
326,photon,massless_em_mediator,F2_contextual_implicit,0,7,-0.032864284,0.023099447
327,electron,negative_charge_atomic,F4_contrast_implicit,0,4,0.0013950256,0.021423789
328,neutron,neutral_charge_atomic,F4_contrast_implicit,1,6,0.16266549,-0.014563864
