experiment_type,prompt_idx,layer,feature_indices,baseline_logit_diff,intervened_logit_diff,effect_size,abs_effect_size,relative_effect,sign_flipped,feature_source,skipped_reason,layer_has_graph_features,feature_id,concept_index,meta.prompt,meta.correct_token,meta.incorrect_token,meta.mode,meta.source_prompt,meta.target_prompt,meta.source_correct,meta.target_correct,meta.target_incorrect,meta.selected_by_diff,meta.candidate_pool_size,meta.source_margin,meta.target_margin,meta.source_number,meta.target_number,meta.source_orig_idx,meta.target_orig_idx,meta.concept_index,meta.template_idx,source_script,meta.language,behaviour,split,model_size,run_id,prep_timestamp,graph_n_prompts,in_common_prompt_set,in_common_layer_set
ablation_zero,0,12,[83869],5.125,3.4375,-1.6875,1.6875,0.3292682920404521,False,graph,,True,L12_F83869,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,0,12,[71563],5.125,3.5625,-1.5625,1.5625,0.3048780481856038,False,graph,,True,L12_F71563,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,0,12,[40178],5.125,3.5,-1.625,1.625,0.317073170113028,False,graph,,True,L12_F40178,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,0,13,[70603],5.125,4.65625,-0.46875,0.46875,0.0914634144556811,False,graph,,True,L13_F70603,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,0,13,[72758],5.125,4.625,-0.5,0.5,0.0975609754193932,False,graph,,True,L13_F72758,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,0,14,[57525],5.125,4.34375,-0.78125,0.78125,0.1524390240928019,False,graph,,True,L14_F57525,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,0,14,[41052],5.125,4.28125,-0.84375,0.84375,0.164634146020226,False,graph,,True,L14_F41052,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,0,15,[127839],5.125,5.71875,0.59375,0.59375,0.1158536583105294,False,graph,,True,L15_F127839,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,0,16,[45664],5.125,5.5625,0.4375,0.4375,0.085365853491969,False,graph,,True,L16_F45664,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,0,17,[110833],5.125,5.8125,0.6875,0.6875,0.1341463412016657,False,graph,,True,L17_F110833,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,0,18,[152973],5.125,5.90625,0.78125,0.78125,0.1524390240928019,False,graph,,True,L18_F152973,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,0,19,[135640],5.125,4.84375,-0.28125,0.28125,0.0548780486734086,False,graph,,True,L19_F135640,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,0,19,[29102],5.125,4.8125,-0.3125,0.3125,0.0609756096371207,False,graph,,True,L19_F29102,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,0,19,[27199],5.125,4.96875,-0.15625,0.15625,0.0304878048185603,False,graph,,True,L19_F27199,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,0,19,[123748],5.125,4.875,-0.25,0.25,0.0487804877096966,False,graph,,True,L19_F123748,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,0,20,[145235],5.125,4.75,-0.375,0.375,0.0731707315645449,False,graph,,True,L20_F145235,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,0,20,[98282],5.125,4.71875,-0.40625,0.40625,0.079268292528257,False,graph,,True,L20_F98282,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,0,21,[129759],5.125,5.21875,0.09375,0.09375,0.0182926828911362,False,graph,,True,L21_F129759,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,0,21,[145615],5.125,5.21875,0.09375,0.09375,0.0182926828911362,False,graph,,True,L21_F145615,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,0,22,[41906],5.125,4.65625,-0.46875,0.46875,0.0914634144556811,False,graph,,True,L22_F41906,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,0,22,[99330],5.125,4.46875,-0.65625,0.65625,0.1280487802379536,False,graph,,True,L22_F99330,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,0,22,[145377],5.125,4.625,-0.5,0.5,0.0975609754193932,False,graph,,True,L22_F145377,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,0,23,[5853],5.125,5.375,0.25,0.25,0.0487804877096966,False,graph,,True,L23_F5853,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,0,23,[40170],5.125,5.0625,-0.0625,0.0625,0.0121951219274241,False,graph,,True,L23_F40170,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,0,23,[53700],5.125,4.96875,-0.15625,0.15625,0.0304878048185603,False,graph,,True,L23_F53700,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,0,23,[83865],5.125,5.0625,-0.0625,0.0625,0.0121951219274241,False,graph,,True,L23_F83865,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,0,23,[153393],5.125,5.0625,-0.0625,0.0625,0.0121951219274241,False,graph,,True,L23_F153393,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,0,24,[79080],5.125,4.65625,-0.46875,0.46875,0.0914634144556811,False,graph,,True,L24_F79080,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,0,24,[60321],5.125,4.625,-0.5,0.5,0.0975609754193932,False,graph,,True,L24_F60321,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,0,24,[119196],5.125,4.375,-0.75,0.75,0.1463414631290898,False,graph,,True,L24_F119196,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,0,24,[5768],5.125,4.78125,-0.34375,0.34375,0.0670731706008328,False,graph,,True,L24_F5768,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,0,24,[118673],5.125,4.375,-0.75,0.75,0.1463414631290898,False,graph,,True,L24_F118673,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,0,25,[43384],5.125,4.25,-0.875,0.875,0.1707317069839381,False,graph,,True,L25_F43384,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,0,25,[41381],5.125,4.78125,-0.34375,0.34375,0.0670731706008328,False,graph,,True,L25_F41381,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,0,25,[70978],5.125,4.25,-0.875,0.875,0.1707317069839381,False,graph,,True,L25_F70978,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,0,25,[15948],5.125,4.375,-0.75,0.75,0.1463414631290898,False,graph,,True,L25_F15948,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,0,25,[19816],5.125,4.3125,-0.8125,0.8125,0.158536585056514,False,graph,,True,L25_F19816,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,0,25,[90133],5.125,4.21875,-0.90625,0.90625,0.1768292679476502,False,graph,,True,L25_F90133,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,0,25,[64049],5.125,4.21875,-0.90625,0.90625,0.1768292679476502,False,graph,,True,L25_F64049,-1,"The opposite of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,1,10,[68612],6.65625,6.25,-0.40625,0.40625,0.0610328637580726,False,graph,,True,L10_F68612,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,1,10,[59805],6.65625,6.125,-0.53125,0.53125,0.0798122064528643,False,graph,,True,L10_F59805,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,1,10,[126447],6.65625,6.15625,-0.5,0.5,0.0751173707791663,False,graph,,True,L10_F126447,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,1,10,[148569],6.65625,6.25,-0.40625,0.40625,0.0610328637580726,False,graph,,True,L10_F148569,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,1,10,[104215],6.65625,6.25,-0.40625,0.40625,0.0610328637580726,False,graph,,True,L10_F104215,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,1,10,[40520],6.65625,6.25,-0.40625,0.40625,0.0610328637580726,False,graph,,True,L10_F40520,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,1,11,[33438],6.65625,6.53125,-0.125,0.125,0.0187793426947915,False,graph,,True,L11_F33438,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,1,11,[77813],6.65625,6.53125,-0.125,0.125,0.0187793426947915,False,graph,,True,L11_F77813,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,1,11,[59878],6.65625,6.59375,-0.0625,0.0625,0.0093896713473957,False,graph,,True,L11_F59878,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,1,12,[146578],6.65625,5.5,-1.15625,1.15625,0.1737089199268222,False,graph,,True,L12_F146578,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,1,12,[83869],6.65625,5.5625,-1.09375,1.09375,0.1643192485794264,False,graph,,True,L12_F83869,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,1,12,[40178],6.65625,5.5625,-1.09375,1.09375,0.1643192485794264,False,graph,,True,L12_F40178,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,1,12,[71563],6.65625,5.625,-1.03125,1.03125,0.1549295772320306,False,graph,,True,L12_F71563,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,1,13,[70603],6.65625,6.1875,-0.46875,0.46875,0.0704225351054684,False,graph,,True,L13_F70603,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,1,13,[72758],6.65625,6.21875,-0.4375,0.4375,0.0657276994317705,False,graph,,True,L13_F72758,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,1,14,[57525],6.65625,6.34375,-0.3125,0.3125,0.0469483567369789,False,graph,,True,L14_F57525,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,1,14,[41052],6.65625,6.5,-0.15625,0.15625,0.0234741783684894,False,graph,,True,L14_F41052,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,1,15,[127839],6.65625,6.75,0.09375,0.09375,0.0140845070210937,False,graph,,True,L15_F127839,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,1,16,[45664],6.65625,6.3125,-0.34375,0.34375,0.0516431924106768,False,graph,,True,L16_F45664,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,1,17,[110833],6.65625,7.8125,1.15625,1.15625,0.1737089199268222,False,graph,,True,L17_F110833,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,1,18,[152973],6.65625,6.5,-0.15625,0.15625,0.0234741783684894,False,graph,,True,L18_F152973,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,1,19,[135640],6.65625,7.0,0.34375,0.34375,0.0516431924106768,False,graph,,True,L19_F135640,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,1,19,[29102],6.65625,6.96875,0.3125,0.3125,0.0469483567369789,False,graph,,True,L19_F29102,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,1,19,[27199],6.65625,7.0625,0.40625,0.40625,0.0610328637580726,False,graph,,True,L19_F27199,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,1,19,[123748],6.65625,7.125,0.46875,0.46875,0.0704225351054684,False,graph,,True,L19_F123748,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,1,20,[145235],6.65625,6.9375,0.28125,0.28125,0.0422535210632811,False,graph,,True,L20_F145235,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,1,20,[98282],6.65625,6.96875,0.3125,0.3125,0.0469483567369789,False,graph,,True,L20_F98282,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,1,21,[129759],6.65625,6.875,0.21875,0.21875,0.0328638497158852,False,graph,,True,L21_F129759,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,1,21,[145615],6.65625,6.875,0.21875,0.21875,0.0328638497158852,False,graph,,True,L21_F145615,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,1,22,[41906],6.65625,5.15625,-1.5,1.5,0.2253521123374992,False,graph,,True,L22_F41906,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,1,22,[99330],6.65625,4.78125,-1.875,1.875,0.2816901404218739,False,graph,,True,L22_F99330,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,1,22,[145377],6.65625,5.125,-1.53125,1.53125,0.230046948011197,False,graph,,True,L22_F145377,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,1,23,[5853],6.65625,5.53125,-1.125,1.125,0.1690140842531244,False,graph,,True,L23_F5853,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
ablation_zero,1,23,[40170],6.65625,5.09375,-1.5625,1.5625,0.2347417836848949,False,graph,,True,L23_F40170,-1,"The antonym of ""small"" is", large, small,zero,,,,,,,,,,,,,,,,,,multilingual_circuits_b1,train,4b,b1_v2_multilingual_circuits_b1_train_n96,2026-03-21T16:51:20.394652,96,True,True
