experiment_type,prompt_idx,layer,feature_indices,baseline_logit_diff,intervened_logit_diff,effect_size,abs_effect_size,relative_effect,sign_flipped,metadata,feature_source,skipped_reason,layer_has_graph_features,feature_id,concept_index
steering,18,15,"[127839, 38259, 150216]",5.25,4.25,-1.0,1.0,0.19047619011337868,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,19,15,"[127839, 38259, 150216]",4.53125,4.1875,-0.34375,0.34375,0.07586206879809751,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,0,16,"[147161, 75293, 64822]",12.125,11.25,-0.875,0.875,0.07216494839409075,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,1,16,"[147161, 75293, 64822]",8.6875,5.9375,-2.75,2.75,0.31654676222555767,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,2,16,"[147161, 75293, 64822]",9.0625,8.375,-0.6875,0.6875,0.07586206888180737,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,3,16,"[147161, 75293, 64822]",4.875,4.125,-0.75,0.75,0.153846153530572,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,4,16,"[147161, 75293, 64822]",6.25,5.125,-1.125,1.125,0.179999999712,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,5,16,"[147161, 75293, 64822]",9.125,8.625,-0.5,0.5,0.05479452048789641,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,6,16,"[147161, 75293, 64822]",9.75,9.3125,-0.4375,0.4375,0.04487179482577251,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,7,16,"[147161, 75293, 64822]",8.875,8.375,-0.5,0.5,0.056338028105534614,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,8,16,"[147161, 75293, 64822]",9.625,9.25,-0.375,0.375,0.03896103892055996,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,9,16,"[147161, 75293, 64822]",7.5,7.25,-0.25,0.25,0.03333333328888889,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,10,16,"[147161, 75293, 64822]",13.0625,12.25,-0.8125,0.8125,0.06220095689018108,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,11,16,"[147161, 75293, 64822]",7.6875,7.3125,-0.375,0.375,0.04878048774142375,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,12,16,"[147161, 75293, 64822]",5.5,4.9375,-0.5625,0.5625,0.10227272708677686,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,13,16,"[147161, 75293, 64822]",6.84375,5.9375,-0.90625,0.90625,0.13242009113071038,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,14,16,"[147161, 75293, 64822]",3.625,2.359375,-1.265625,1.265625,0.34913793007134364,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,15,16,"[147161, 75293, 64822]",4.625,2.640625,-1.984375,1.984375,0.42905405312636963,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,16,16,"[147161, 75293, 64822]",8.625,8.1875,-0.4375,0.4375,0.05072463762234824,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,17,16,"[147161, 75293, 64822]",6.6875,6.125,-0.5625,0.5625,0.08411214940693511,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,18,16,"[147161, 75293, 64822]",5.25,5.25,0.0,0.0,0.0,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,19,16,"[147161, 75293, 64822]",4.53125,3.875,-0.65625,0.65625,0.14482758588727707,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,0,17,"[108105, 22769, 111317]",12.125,11.25,-0.875,0.875,0.07216494839409075,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,1,17,"[108105, 22769, 111317]",8.6875,7.34375,-1.34375,1.34375,0.15467625881476113,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,2,17,"[108105, 22769, 111317]",9.0625,8.75,-0.3125,0.3125,0.03448275858263971,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,3,17,"[108105, 22769, 111317]",4.875,5.5625,0.6875,0.6875,0.14102564073635765,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,4,17,"[108105, 22769, 111317]",6.25,5.84375,-0.40625,0.40625,0.064999999896,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,5,17,"[108105, 22769, 111317]",9.125,9.3125,0.1875,0.1875,0.020547945182961155,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,6,17,"[108105, 22769, 111317]",9.75,9.375,-0.375,0.375,0.03846153842209073,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,7,17,"[108105, 22769, 111317]",8.875,7.71875,-1.15625,1.15625,0.1302816899940488,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,8,17,"[108105, 22769, 111317]",9.625,9.375,-0.25,0.25,0.025974025947039972,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,9,17,"[108105, 22769, 111317]",7.5,7.59375,0.09375,0.09375,0.012499999983333333,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,10,17,"[108105, 22769, 111317]",13.0625,12.25,-0.8125,0.8125,0.06220095689018108,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,11,17,"[108105, 22769, 111317]",7.6875,7.5625,-0.125,0.125,0.016260162580474587,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,12,17,"[108105, 22769, 111317]",5.5,5.25,-0.25,0.25,0.04545454537190083,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,13,17,"[108105, 22769, 111317]",6.84375,5.78125,-1.0625,1.0625,0.15525114132566042,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,14,17,"[108105, 22769, 111317]",3.625,2.625,-1.0,1.0,0.2758620682045184,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,15,17,"[108105, 22769, 111317]",4.625,3.25,-1.375,1.375,0.29729729665449234,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,16,17,"[108105, 22769, 111317]",8.625,8.5,-0.125,0.125,0.014492753606385212,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,17,17,"[108105, 22769, 111317]",6.6875,6.34375,-0.34375,0.34375,0.0514018690820159,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,18,17,"[108105, 22769, 111317]",5.25,5.5625,0.3125,0.3125,0.05952380941043084,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,19,17,"[108105, 22769, 111317]",4.53125,3.71875,-0.8125,0.8125,0.17931034443186683,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 3}",graph,,True,,-1
steering,0,18,"[132539, 20958, 18177, 149556, 48134]",12.125,11.25,-0.875,0.875,0.07216494839409075,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,1,18,"[132539, 20958, 18177, 149556, 48134]",8.6875,4.25,-4.4375,4.4375,0.5107913663185135,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,2,18,"[132539, 20958, 18177, 149556, 48134]",9.0625,8.625,-0.4375,0.4375,0.04827586201569559,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,3,18,"[132539, 20958, 18177, 149556, 48134]",4.875,3.75,-1.125,1.125,0.230769230295858,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,4,18,"[132539, 20958, 18177, 149556, 48134]",6.25,6.5,0.25,0.25,0.039999999936,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,5,18,"[132539, 20958, 18177, 149556, 48134]",9.125,12.125,3.0,3.0,0.3287671229273785,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,6,18,"[132539, 20958, 18177, 149556, 48134]",9.75,9.125,-0.625,0.625,0.06410256403681788,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,7,18,"[132539, 20958, 18177, 149556, 48134]",8.875,8.375,-0.5,0.5,0.056338028105534614,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,8,18,"[132539, 20958, 18177, 149556, 48134]",9.625,7.75,-1.875,1.875,0.19480519460279977,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,9,18,"[132539, 20958, 18177, 149556, 48134]",7.5,9.4375,1.9375,1.9375,0.2583333329888889,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,10,18,"[132539, 20958, 18177, 149556, 48134]",13.0625,16.375,3.3125,3.3125,0.2535885165522767,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,11,18,"[132539, 20958, 18177, 149556, 48134]",7.6875,7.625,-0.0625,0.0625,0.008130081290237293,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,12,18,"[132539, 20958, 18177, 149556, 48134]",5.5,5.03125,-0.46875,0.46875,0.08522727257231405,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,13,18,"[132539, 20958, 18177, 149556, 48134]",6.84375,8.375,1.53125,1.53125,0.22374429191051062,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,14,18,"[132539, 20958, 18177, 149556, 48134]",3.625,3.484375,-0.140625,0.140625,0.038793103341260404,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,15,18,"[132539, 20958, 18177, 149556, 48134]",4.625,2.375,-2.25,2.25,0.4864864854346238,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,16,18,"[132539, 20958, 18177, 149556, 48134]",8.625,8.375,-0.25,0.25,0.028985507212770423,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,17,18,"[132539, 20958, 18177, 149556, 48134]",6.6875,3.125,-3.5625,3.5625,0.5327102795772557,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,18,18,"[132539, 20958, 18177, 149556, 48134]",5.25,4.875,-0.375,0.375,0.071428571292517,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,19,18,"[132539, 20958, 18177, 149556, 48134]",4.53125,2.375,-2.15625,2.15625,0.4758620679153389,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,0,19,"[74497, 54110, 39488, 74293]",12.125,12.375,0.25,0.25,0.020618556684025933,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 4}",graph,,True,,-1
steering,1,19,"[74497, 54110, 39488, 74293]",8.6875,5.375,-3.3125,3.3125,0.38129496358987625,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 4}",graph,,True,,-1
steering,2,19,"[74497, 54110, 39488, 74293]",9.0625,8.75,-0.3125,0.3125,0.03448275858263971,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 4}",graph,,True,,-1
steering,3,19,"[74497, 54110, 39488, 74293]",4.875,5.125,0.25,0.25,0.05128205117685733,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 4}",graph,,True,,-1
steering,4,19,"[74497, 54110, 39488, 74293]",6.25,4.875,-1.375,1.375,0.21999999964800002,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 4}",graph,,True,,-1
steering,5,19,"[74497, 54110, 39488, 74293]",9.125,10.0,0.875,0.875,0.09589041085381872,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 4}",graph,,True,,-1
steering,6,19,"[74497, 54110, 39488, 74293]",9.75,8.125,-1.625,1.625,0.16666666649572648,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 4}",graph,,True,,-1
steering,7,19,"[74497, 54110, 39488, 74293]",8.875,7.875,-1.0,1.0,0.11267605621106923,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 4}",graph,,True,,-1
steering,8,19,"[74497, 54110, 39488, 74293]",9.625,8.375,-1.25,1.25,0.12987012973519985,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 4}",graph,,True,,-1
steering,9,19,"[74497, 54110, 39488, 74293]",7.5,6.9375,-0.5625,0.5625,0.0749999999,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 4}",graph,,True,,-1
steering,10,19,"[74497, 54110, 39488, 74293]",13.0625,13.5,0.4375,0.4375,0.03349282294086674,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 4}",graph,,True,,-1
steering,11,19,"[74497, 54110, 39488, 74293]",7.6875,6.625,-1.0625,1.0625,0.13821138193403398,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 4}",graph,,True,,-1
steering,12,19,"[74497, 54110, 39488, 74293]",5.5,4.875,-0.625,0.625,0.11363636342975207,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 4}",graph,,True,,-1
steering,13,19,"[74497, 54110, 39488, 74293]",6.84375,6.125,-0.71875,0.71875,0.1050228308967703,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 4}",graph,,True,,-1
steering,14,19,"[74497, 54110, 39488, 74293]",3.625,2.125,-1.5,1.5,0.4137931023067777,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 4}",graph,,True,,-1
steering,15,19,"[74497, 54110, 39488, 74293]",4.625,4.5,-0.125,0.125,0.02702702696859021,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 4}",graph,,True,,-1
steering,16,19,"[74497, 54110, 39488, 74293]",8.625,7.46875,-1.15625,1.15625,0.1340579708590632,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 4}",graph,,True,,-1
steering,17,19,"[74497, 54110, 39488, 74293]",6.6875,5.3125,-1.375,1.375,0.2056074763280636,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 4}",graph,,True,,-1
steering,18,19,"[74497, 54110, 39488, 74293]",5.25,4.75,-0.5,0.5,0.09523809505668934,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 4}",graph,,True,,-1
steering,19,19,"[74497, 54110, 39488, 74293]",4.53125,3.296875,-1.234375,1.234375,0.2724137925022592,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 4}",graph,,True,,-1
steering,0,20,"[107702, 112825, 120456, 71973, 56357]",12.125,12.4375,0.3125,0.3125,0.025773195855032415,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,1,20,"[107702, 112825, 120456, 71973, 56357]",8.6875,4.875,-3.8125,3.8125,0.4388489203581595,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,2,20,"[107702, 112825, 120456, 71973, 56357]",9.0625,8.1875,-0.875,0.875,0.09655172403139119,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,3,20,"[107702, 112825, 120456, 71973, 56357]",4.875,4.125,-0.75,0.75,0.153846153530572,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,4,20,"[107702, 112825, 120456, 71973, 56357]",6.25,4.3125,-1.9375,1.9375,0.309999999504,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,5,20,"[107702, 112825, 120456, 71973, 56357]",9.125,9.0,-0.125,0.125,0.013698630121974103,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,6,20,"[107702, 112825, 120456, 71973, 56357]",9.75,9.625,-0.125,0.125,0.012820512807363576,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,7,20,"[107702, 112825, 120456, 71973, 56357]",8.875,7.5,-1.375,1.375,0.1549295772902202,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,8,20,"[107702, 112825, 120456, 71973, 56357]",9.625,8.8125,-0.8125,0.8125,0.0844155843278799,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,9,20,"[107702, 112825, 120456, 71973, 56357]",7.5,7.375,-0.125,0.125,0.016666666644444446,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,10,20,"[107702, 112825, 120456, 71973, 56357]",13.0625,13.4375,0.375,0.375,0.028708133949314346,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,11,20,"[107702, 112825, 120456, 71973, 56357]",7.6875,8.0625,0.375,0.375,0.04878048774142375,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,12,20,"[107702, 112825, 120456, 71973, 56357]",5.5,5.125,-0.375,0.375,0.06818181805785124,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,13,20,"[107702, 112825, 120456, 71973, 56357]",6.84375,6.5625,-0.28125,0.28125,0.041095890350910116,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,14,20,"[107702, 112825, 120456, 71973, 56357]",3.625,1.390625,-2.234375,2.234375,0.6163793086444709,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,15,20,"[107702, 112825, 120456, 71973, 56357]",4.625,3.0,-1.625,1.625,0.3513513505916728,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,16,20,"[107702, 112825, 120456, 71973, 56357]",8.625,8.4375,-0.1875,0.1875,0.02173913040957782,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,17,20,"[107702, 112825, 120456, 71973, 56357]",6.6875,5.4375,-1.25,1.25,0.1869158875709669,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,18,20,"[107702, 112825, 120456, 71973, 56357]",5.25,5.5625,0.3125,0.3125,0.05952380941043084,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,19,20,"[107702, 112825, 120456, 71973, 56357]",4.53125,3.890625,-0.640625,0.640625,0.1413793100328181,False,"{'behaviour': 'physics_particle_candidate_selection', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
