experiment_type,prompt_idx,layer,feature_indices,baseline_logit_diff,intervened_logit_diff,effect_size,abs_effect_size,relative_effect,sign_flipped,metadata,feature_source,skipped_reason,layer_has_graph_features,feature_id,concept_index
patching,1,19,"[126231, 81443, 39488, 25077, 41536]",10.0,9.5625,-0.4375,0.4375,0.043749999956249994,False,"{'source_prompt': 'Unlike the proton (which adds both charge and mass to the nucleus), which neutral nuclear particle c', 'target_prompt': 'In a fission reactor, the chain reaction is initiated by absorption of a slow neutral nuclear partic', 'source_correct': ' neutron', 'target_correct': ' neutron', 'target_incorrect': ' proton', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 12.0625, 'target_margin': 10.0, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1, 'concept_index': -1, 'template_idx': -1}",graph,,True,,-1
patching,1,20,"[92769, 101109, 71598, 73876, 24337]",10.0,9.3125,-0.6875,0.6875,0.06874999993125,False,"{'source_prompt': 'Unlike the proton (which adds both charge and mass to the nucleus), which neutral nuclear particle c', 'target_prompt': 'In a fission reactor, the chain reaction is initiated by absorption of a slow neutral nuclear partic', 'source_correct': ' neutron', 'target_correct': ' neutron', 'target_incorrect': ' proton', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 12.0625, 'target_margin': 10.0, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1, 'concept_index': -1, 'template_idx': -1}",graph,,True,,-1
patching,2,15,"[127839, 150216, 130314, 83487, 45839]",3.65625,3.71875,0.0625,0.0625,0.017094017047264227,False,"{'source_prompt': 'The r-process in neutron star mergers rapidly adds many neutral particles to nuclei, far from the st', 'target_prompt': 'In cavity quantum electrodynamics, a single discrete electromagnetic energy packet is trapped betwee', 'source_correct': ' neutron', 'target_correct': ' photon', 'target_incorrect': ' electron', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 7.65625, 'target_margin': 3.65625, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1, 'concept_index': -1, 'template_idx': -1}",graph,,True,,-1
patching,2,16,"[126692, 136591]",3.65625,4.21875,0.5625,0.5625,0.15384615342537805,False,"{'source_prompt': 'The r-process in neutron star mergers rapidly adds many neutral particles to nuclei, far from the st', 'target_prompt': 'In cavity quantum electrodynamics, a single discrete electromagnetic energy packet is trapped betwee', 'source_correct': ' neutron', 'target_correct': ' photon', 'target_incorrect': ' electron', 'selected_by_diff': True, 'candidate_pool_size': 2, 'source_margin': 7.65625, 'target_margin': 3.65625, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1, 'concept_index': -1, 'template_idx': -1}",graph,,True,,-1
patching,2,17,"[149790, 111317, 90031, 39571, 39948]",3.65625,3.1875,-0.46875,0.46875,0.1282051278544817,False,"{'source_prompt': 'The r-process in neutron star mergers rapidly adds many neutral particles to nuclei, far from the st', 'target_prompt': 'In cavity quantum electrodynamics, a single discrete electromagnetic energy packet is trapped betwee', 'source_correct': ' neutron', 'target_correct': ' photon', 'target_incorrect': ' electron', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 7.65625, 'target_margin': 3.65625, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1, 'concept_index': -1, 'template_idx': -1}",graph,,True,,-1
patching,2,18,"[160254, 48134, 81387, 71688, 71234]",3.65625,4.625,0.96875,0.96875,0.2649572642325955,False,"{'source_prompt': 'The r-process in neutron star mergers rapidly adds many neutral particles to nuclei, far from the st', 'target_prompt': 'In cavity quantum electrodynamics, a single discrete electromagnetic energy packet is trapped betwee', 'source_correct': ' neutron', 'target_correct': ' photon', 'target_incorrect': ' electron', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 7.65625, 'target_margin': 3.65625, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1, 'concept_index': -1, 'template_idx': -1}",graph,,True,,-1
patching,2,19,"[41536, 39488, 81443, 126231, 25077]",3.65625,3.1875,-0.46875,0.46875,0.1282051278544817,False,"{'source_prompt': 'The r-process in neutron star mergers rapidly adds many neutral particles to nuclei, far from the st', 'target_prompt': 'In cavity quantum electrodynamics, a single discrete electromagnetic energy packet is trapped betwee', 'source_correct': ' neutron', 'target_correct': ' photon', 'target_incorrect': ' electron', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 7.65625, 'target_margin': 3.65625, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1, 'concept_index': -1, 'template_idx': -1}",graph,,True,,-1
patching,2,20,"[71598, 24337, 73876, 92769, 101109]",3.65625,2.875,-0.78125,0.78125,0.21367521309080284,False,"{'source_prompt': 'The r-process in neutron star mergers rapidly adds many neutral particles to nuclei, far from the st', 'target_prompt': 'In cavity quantum electrodynamics, a single discrete electromagnetic energy packet is trapped betwee', 'source_correct': ' neutron', 'target_correct': ' photon', 'target_incorrect': ' electron', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 7.65625, 'target_margin': 3.65625, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1, 'concept_index': -1, 'template_idx': -1}",graph,,True,,-1
patching,3,15,"[150216, 83487, 130314, 45839, 127839]",5.90625,6.1875,0.28125,0.28125,0.047619047538422776,False,"{'source_prompt': 'Which neutral particle, together with protons, forms the atomic nucleus? Answer:', 'target_prompt': 'Which particle determines the chemical properties of an atom through its negative charge? Answer:', 'source_correct': ' neutron', 'target_correct': ' electron', 'target_incorrect': ' proton', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 11.0, 'target_margin': 5.90625, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1, 'concept_index': -1, 'template_idx': -1}",graph,,True,,-1
patching,3,16,"[136591, 126692]",5.90625,5.5625,-0.34375,0.34375,0.058201058102516724,False,"{'source_prompt': 'Which neutral particle, together with protons, forms the atomic nucleus? Answer:', 'target_prompt': 'Which particle determines the chemical properties of an atom through its negative charge? Answer:', 'source_correct': ' neutron', 'target_correct': ' electron', 'target_incorrect': ' proton', 'selected_by_diff': True, 'candidate_pool_size': 2, 'source_margin': 11.0, 'target_margin': 5.90625, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1, 'concept_index': -1, 'template_idx': -1}",graph,,True,,-1
patching,3,17,"[39948, 149790, 90031, 39571, 111317]",5.90625,6.375,0.46875,0.46875,0.07936507923070463,False,"{'source_prompt': 'Which neutral particle, together with protons, forms the atomic nucleus? Answer:', 'target_prompt': 'Which particle determines the chemical properties of an atom through its negative charge? Answer:', 'source_correct': ' neutron', 'target_correct': ' electron', 'target_incorrect': ' proton', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 11.0, 'target_margin': 5.90625, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1, 'concept_index': -1, 'template_idx': -1}",graph,,True,,-1
patching,3,18,"[160254, 71688, 48134, 71234, 81387]",5.90625,6.4375,0.53125,0.53125,0.08994708979479858,False,"{'source_prompt': 'Which neutral particle, together with protons, forms the atomic nucleus? Answer:', 'target_prompt': 'Which particle determines the chemical properties of an atom through its negative charge? Answer:', 'source_correct': ' neutron', 'target_correct': ' electron', 'target_incorrect': ' proton', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 11.0, 'target_margin': 5.90625, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1, 'concept_index': -1, 'template_idx': -1}",graph,,True,,-1
patching,3,19,"[39488, 41536, 126231, 25077, 81443]",5.90625,4.75,-1.15625,1.15625,0.1957671954357381,False,"{'source_prompt': 'Which neutral particle, together with protons, forms the atomic nucleus? Answer:', 'target_prompt': 'Which particle determines the chemical properties of an atom through its negative charge? Answer:', 'source_correct': ' neutron', 'target_correct': ' electron', 'target_incorrect': ' proton', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 11.0, 'target_margin': 5.90625, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1, 'concept_index': -1, 'template_idx': -1}",graph,,True,,-1
patching,3,20,"[101109, 71598, 92769, 73876, 24337]",5.90625,4.125,-1.78125,1.78125,0.3015873010766776,False,"{'source_prompt': 'Which neutral particle, together with protons, forms the atomic nucleus? Answer:', 'target_prompt': 'Which particle determines the chemical properties of an atom through its negative charge? Answer:', 'source_correct': ' neutron', 'target_correct': ' electron', 'target_incorrect': ' proton', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 11.0, 'target_margin': 5.90625, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1, 'concept_index': -1, 'template_idx': -1}",graph,,True,,-1
patching,4,15,"[45839, 150216, 127839, 130314, 83487]",3.375,3.75,0.375,0.375,0.11111111078189301,False,"{'source_prompt': 'Synchrotrons accelerate beams of positively charged nuclear particles to nearly the speed of light f', 'target_prompt': 'During electron capture, a nucleus absorbs an orbital electron and one of its positively charged par', 'source_correct': ' proton', 'target_correct': ' proton', 'target_incorrect': ' neutron', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 5.96875, 'target_margin': 3.375, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1, 'concept_index': -1, 'template_idx': -1}",graph,,True,,-1
patching,4,16,"[136591, 126692]",3.375,3.75,0.375,0.375,0.11111111078189301,False,"{'source_prompt': 'Synchrotrons accelerate beams of positively charged nuclear particles to nearly the speed of light f', 'target_prompt': 'During electron capture, a nucleus absorbs an orbital electron and one of its positively charged par', 'source_correct': ' proton', 'target_correct': ' proton', 'target_incorrect': ' neutron', 'selected_by_diff': True, 'candidate_pool_size': 2, 'source_margin': 5.96875, 'target_margin': 3.375, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1, 'concept_index': -1, 'template_idx': -1}",graph,,True,,-1
patching,4,17,"[39571, 111317, 90031, 149790, 39948]",3.375,3.96875,0.59375,0.59375,0.17592592540466392,False,"{'source_prompt': 'Synchrotrons accelerate beams of positively charged nuclear particles to nearly the speed of light f', 'target_prompt': 'During electron capture, a nucleus absorbs an orbital electron and one of its positively charged par', 'source_correct': ' proton', 'target_correct': ' proton', 'target_incorrect': ' neutron', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 5.96875, 'target_margin': 3.375, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1, 'concept_index': -1, 'template_idx': -1}",graph,,True,,-1
patching,4,18,"[48134, 71688, 81387, 71234, 160254]",3.375,3.734375,0.359375,0.359375,0.1064814811659808,False,"{'source_prompt': 'Synchrotrons accelerate beams of positively charged nuclear particles to nearly the speed of light f', 'target_prompt': 'During electron capture, a nucleus absorbs an orbital electron and one of its positively charged par', 'source_correct': ' proton', 'target_correct': ' proton', 'target_incorrect': ' neutron', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 5.96875, 'target_margin': 3.375, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1, 'concept_index': -1, 'template_idx': -1}",graph,,True,,-1
patching,4,19,"[41536, 39488, 126231, 25077, 81443]",3.375,2.875,-0.5,0.5,0.1481481477091907,False,"{'source_prompt': 'Synchrotrons accelerate beams of positively charged nuclear particles to nearly the speed of light f', 'target_prompt': 'During electron capture, a nucleus absorbs an orbital electron and one of its positively charged par', 'source_correct': ' proton', 'target_correct': ' proton', 'target_incorrect': ' neutron', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 5.96875, 'target_margin': 3.375, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1, 'concept_index': -1, 'template_idx': -1}",graph,,True,,-1
patching,4,20,"[92769, 71598, 24337, 73876, 101109]",3.375,3.703125,0.328125,0.328125,0.09722222193415637,False,"{'source_prompt': 'Synchrotrons accelerate beams of positively charged nuclear particles to nearly the speed of light f', 'target_prompt': 'During electron capture, a nucleus absorbs an orbital electron and one of its positively charged par', 'source_correct': ' proton', 'target_correct': ' proton', 'target_incorrect': ' neutron', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 5.96875, 'target_margin': 3.375, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1, 'concept_index': -1, 'template_idx': -1}",graph,,True,,-1
patching,5,15,"[150216, 83487, 127839, 45839, 130314]",6.75,7.03125,0.28125,0.28125,0.04166666660493827,False,"{'source_prompt': 'Unlike the neutron (charge 0) and electron (charge −1), which nuclear particle has charge +1? Answer', 'target_prompt': 'During fluorescence emission, an excited molecule emits a massless electromagnetic force carrier as ', 'source_correct': ' proton', 'target_correct': ' photon', 'target_incorrect': ' electron', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 6.09375, 'target_margin': 6.75, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1, 'concept_index': -1, 'template_idx': -1}",graph,,True,,-1
patching,5,16,"[136591, 126692]",6.75,7.4375,0.6875,0.6875,0.10185185170096023,False,"{'source_prompt': 'Unlike the neutron (charge 0) and electron (charge −1), which nuclear particle has charge +1? Answer', 'target_prompt': 'During fluorescence emission, an excited molecule emits a massless electromagnetic force carrier as ', 'source_correct': ' proton', 'target_correct': ' photon', 'target_incorrect': ' electron', 'selected_by_diff': True, 'candidate_pool_size': 2, 'source_margin': 6.09375, 'target_margin': 6.75, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1, 'concept_index': -1, 'template_idx': -1}",graph,,True,,-1
patching,5,17,"[39948, 149790, 111317, 39571, 90031]",6.75,6.5,-0.25,0.25,0.03703703698216735,False,"{'source_prompt': 'Unlike the neutron (charge 0) and electron (charge −1), which nuclear particle has charge +1? Answer', 'target_prompt': 'During fluorescence emission, an excited molecule emits a massless electromagnetic force carrier as ', 'source_correct': ' proton', 'target_correct': ' photon', 'target_incorrect': ' electron', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 6.09375, 'target_margin': 6.75, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1, 'concept_index': -1, 'template_idx': -1}",graph,,True,,-1
patching,5,18,"[48134, 160254, 71234, 71688, 81387]",6.75,9.125,2.375,2.375,0.3518518513305898,False,"{'source_prompt': 'Unlike the neutron (charge 0) and electron (charge −1), which nuclear particle has charge +1? Answer', 'target_prompt': 'During fluorescence emission, an excited molecule emits a massless electromagnetic force carrier as ', 'source_correct': ' proton', 'target_correct': ' photon', 'target_incorrect': ' electron', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 6.09375, 'target_margin': 6.75, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1, 'concept_index': -1, 'template_idx': -1}",graph,,True,,-1
patching,5,19,"[41536, 39488, 25077, 126231, 81443]",6.75,5.6875,-1.0625,1.0625,0.15740740717421126,False,"{'source_prompt': 'Unlike the neutron (charge 0) and electron (charge −1), which nuclear particle has charge +1? Answer', 'target_prompt': 'During fluorescence emission, an excited molecule emits a massless electromagnetic force carrier as ', 'source_correct': ' proton', 'target_correct': ' photon', 'target_incorrect': ' electron', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 6.09375, 'target_margin': 6.75, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1, 'concept_index': -1, 'template_idx': -1}",graph,,True,,-1
patching,5,20,"[71598, 101109, 24337, 92769, 73876]",6.75,4.96875,-1.78125,1.78125,0.2638888884979424,False,"{'source_prompt': 'Unlike the neutron (charge 0) and electron (charge −1), which nuclear particle has charge +1? Answer', 'target_prompt': 'During fluorescence emission, an excited molecule emits a massless electromagnetic force carrier as ', 'source_correct': ' proton', 'target_correct': ' photon', 'target_incorrect': ' electron', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 6.09375, 'target_margin': 6.75, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1, 'concept_index': -1, 'template_idx': -1}",graph,,True,,-1
patching,6,15,"[45839, 83487, 130314, 150216, 127839]",9.25,9.25,0.0,0.0,0.0,False,"{'source_prompt': 'The mass number of a nucleus equals the total count of its protons plus its neutral nuclear particle', 'target_prompt': 'Moderated reactors use water or graphite to slow down neutral particles emitted during fission so th', 'source_correct': ' neutron', 'target_correct': ' neutron', 'target_incorrect': ' proton', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 7.40625, 'target_margin': 9.25, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1, 'concept_index': -1, 'template_idx': -1}",graph,,True,,-1
patching,6,16,"[126692, 136591]",9.25,9.625,0.375,0.375,0.04054054049671293,False,"{'source_prompt': 'The mass number of a nucleus equals the total count of its protons plus its neutral nuclear particle', 'target_prompt': 'Moderated reactors use water or graphite to slow down neutral particles emitted during fission so th', 'source_correct': ' neutron', 'target_correct': ' neutron', 'target_incorrect': ' proton', 'selected_by_diff': True, 'candidate_pool_size': 2, 'source_margin': 7.40625, 'target_margin': 9.25, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1, 'concept_index': -1, 'template_idx': -1}",graph,,True,,-1
patching,6,17,"[39571, 39948, 111317, 149790, 90031]",9.25,9.8125,0.5625,0.5625,0.06081081074506939,False,"{'source_prompt': 'The mass number of a nucleus equals the total count of its protons plus its neutral nuclear particle', 'target_prompt': 'Moderated reactors use water or graphite to slow down neutral particles emitted during fission so th', 'source_correct': ' neutron', 'target_correct': ' neutron', 'target_incorrect': ' proton', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 7.40625, 'target_margin': 9.25, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1, 'concept_index': -1, 'template_idx': -1}",graph,,True,,-1
patching,6,18,"[48134, 71688, 160254, 81387, 71234]",9.25,10.5625,1.3125,1.3125,0.14189189173849523,False,"{'source_prompt': 'The mass number of a nucleus equals the total count of its protons plus its neutral nuclear particle', 'target_prompt': 'Moderated reactors use water or graphite to slow down neutral particles emitted during fission so th', 'source_correct': ' neutron', 'target_correct': ' neutron', 'target_incorrect': ' proton', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 7.40625, 'target_margin': 9.25, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1, 'concept_index': -1, 'template_idx': -1}",graph,,True,,-1
patching,6,19,"[41536, 39488, 126231, 81443, 25077]",9.25,8.875,-0.375,0.375,0.04054054049671293,False,"{'source_prompt': 'The mass number of a nucleus equals the total count of its protons plus its neutral nuclear particle', 'target_prompt': 'Moderated reactors use water or graphite to slow down neutral particles emitted during fission so th', 'source_correct': ' neutron', 'target_correct': ' neutron', 'target_incorrect': ' proton', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 7.40625, 'target_margin': 9.25, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1, 'concept_index': -1, 'template_idx': -1}",graph,,True,,-1
patching,6,20,"[71598, 24337, 92769, 73876, 101109]",9.25,8.6875,-0.5625,0.5625,0.06081081074506939,False,"{'source_prompt': 'The mass number of a nucleus equals the total count of its protons plus its neutral nuclear particle', 'target_prompt': 'Moderated reactors use water or graphite to slow down neutral particles emitted during fission so th', 'source_correct': ' neutron', 'target_correct': ' neutron', 'target_incorrect': ' proton', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 7.40625, 'target_margin': 9.25, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1, 'concept_index': -1, 'template_idx': -1}",graph,,True,,-1
patching,7,15,"[83487, 127839, 130314, 45839, 150216]",4.75,5.875,1.125,1.125,0.23684210476454293,False,"{'source_prompt': 'Which electrically neutral nuclear particle prevents the nucleus from disintegrating due to proton-p', 'target_prompt': 'Which particle in the nucleus carries zero electric charge? Answer:', 'source_correct': ' neutron', 'target_correct': ' neutron', 'target_incorrect': ' proton', 'selected_by_diff': True, 'candidate_pool_size': 5, 'source_margin': 10.375, 'target_margin': 4.75, 'source_number': 'unknown', 'target_number': 'unknown', 'source_orig_idx': -1, 'target_orig_idx': -1, 'concept_index': -1, 'template_idx': -1}",graph,,True,,-1
