experiment_type,prompt_idx,layer,feature_indices,baseline_logit_diff,intervened_logit_diff,effect_size,abs_effect_size,relative_effect,sign_flipped,metadata,feature_source,skipped_reason,layer_has_graph_features,feature_id,concept_index
ablation_zero,0,17,[153539],1.625,1.5625,-0.0625,0.0625,0.03846153822485207,False,"{'prompt': 'A nucleus emits a particle with charge +2e and mass number 4. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L17_F153539,-1
ablation_zero,0,18,[100148],1.625,2.0625,0.4375,0.4375,0.2692307675739645,False,"{'prompt': 'A nucleus emits a particle with charge +2e and mass number 4. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L18_F100148,-1
ablation_zero,0,19,[94584],1.625,1.5,-0.125,0.125,0.07692307644970414,False,"{'prompt': 'A nucleus emits a particle with charge +2e and mass number 4. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L19_F94584,-1
ablation_zero,0,19,[44438],1.625,1.4375,-0.1875,0.1875,0.11538461467455623,False,"{'prompt': 'A nucleus emits a particle with charge +2e and mass number 4. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L19_F44438,-1
ablation_zero,0,19,[130590],1.625,1.4375,-0.1875,0.1875,0.11538461467455623,False,"{'prompt': 'A nucleus emits a particle with charge +2e and mass number 4. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L19_F130590,-1
ablation_zero,0,20,[74959],1.625,2.125,0.5,0.5,0.30769230579881657,False,"{'prompt': 'A nucleus emits a particle with charge +2e and mass number 4. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L20_F74959,-1
ablation_zero,0,20,[93472],1.625,2.1875,0.5625,0.5625,0.34615384402366867,False,"{'prompt': 'A nucleus emits a particle with charge +2e and mass number 4. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L20_F93472,-1
ablation_zero,0,21,[101234],1.625,1.875,0.25,0.25,0.15384615289940828,False,"{'prompt': 'A nucleus emits a particle with charge +2e and mass number 4. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L21_F101234,-1
ablation_zero,0,22,[133148],1.625,2.0625,0.4375,0.4375,0.2692307675739645,False,"{'prompt': 'A nucleus emits a particle with charge +2e and mass number 4. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L22_F133148,-1
ablation_zero,0,22,[110496],1.625,2.375,0.75,0.75,0.4615384586982249,False,"{'prompt': 'A nucleus emits a particle with charge +2e and mass number 4. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L22_F110496,-1
ablation_zero,0,22,[93236],1.625,2.25,0.625,0.625,0.38461538224852077,False,"{'prompt': 'A nucleus emits a particle with charge +2e and mass number 4. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L22_F93236,-1
ablation_zero,0,23,[83556],1.625,2.875,1.25,1.25,0.7692307644970415,False,"{'prompt': 'A nucleus emits a particle with charge +2e and mass number 4. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L23_F83556,-1
ablation_zero,0,23,[71067],1.625,2.9375,1.3125,1.3125,0.8076923027218935,False,"{'prompt': 'A nucleus emits a particle with charge +2e and mass number 4. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L23_F71067,-1
ablation_zero,0,24,[60777],1.625,1.375,-0.25,0.25,0.15384615289940828,False,"{'prompt': 'A nucleus emits a particle with charge +2e and mass number 4. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L24_F60777,-1
ablation_zero,0,24,[249],1.625,1.25,-0.375,0.375,0.23076922934911245,False,"{'prompt': 'A nucleus emits a particle with charge +2e and mass number 4. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L24_F249,-1
ablation_zero,0,24,[52031],1.625,1.5625,-0.0625,0.0625,0.03846153822485207,False,"{'prompt': 'A nucleus emits a particle with charge +2e and mass number 4. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L24_F52031,-1
ablation_zero,0,25,[110282],1.625,1.1875,-0.4375,0.4375,0.2692307675739645,False,"{'prompt': 'A nucleus emits a particle with charge +2e and mass number 4. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L25_F110282,-1
ablation_zero,0,25,[71226],1.625,1.125,-0.5,0.5,0.30769230579881657,False,"{'prompt': 'A nucleus emits a particle with charge +2e and mass number 4. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L25_F71226,-1
ablation_zero,0,25,[106028],1.625,1.3125,-0.3125,0.3125,0.19230769112426038,False,"{'prompt': 'A nucleus emits a particle with charge +2e and mass number 4. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L25_F106028,-1
ablation_zero,1,10,[128064],2.25,2.4375,0.1875,0.1875,0.08333333296296297,False,"{'prompt': 'In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L10_F128064,-1
ablation_zero,1,10,[97799],2.25,2.5625,0.3125,0.3125,0.13888888827160495,False,"{'prompt': 'In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L10_F97799,-1
ablation_zero,1,10,[35580],2.25,2.4375,0.1875,0.1875,0.08333333296296297,False,"{'prompt': 'In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L10_F35580,-1
ablation_zero,1,11,[35425],2.25,2.25,0.0,0.0,0.0,False,"{'prompt': 'In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L11_F35425,-1
ablation_zero,1,11,[151375],2.25,2.25,0.0,0.0,0.0,False,"{'prompt': 'In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L11_F151375,-1
ablation_zero,1,11,[114815],2.25,2.25,0.0,0.0,0.0,False,"{'prompt': 'In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L11_F114815,-1
ablation_zero,1,12,[2451],2.25,2.3125,0.0625,0.0625,0.02777777765432099,False,"{'prompt': 'In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L12_F2451,-1
ablation_zero,1,13,[57499],2.25,1.9375,-0.3125,0.3125,0.13888888827160495,False,"{'prompt': 'In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L13_F57499,-1
ablation_zero,1,14,[24749],2.25,2.125,-0.125,0.125,0.05555555530864198,False,"{'prompt': 'In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L14_F24749,-1
ablation_zero,1,14,[140141],2.25,2.1875,-0.0625,0.0625,0.02777777765432099,False,"{'prompt': 'In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L14_F140141,-1
ablation_zero,1,15,[15507],2.25,2.0,-0.25,0.25,0.11111111061728396,False,"{'prompt': 'In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L15_F15507,-1
ablation_zero,1,16,[46637],2.25,2.6875,0.4375,0.4375,0.19444444358024693,False,"{'prompt': 'In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L16_F46637,-1
ablation_zero,1,16,[82587],2.25,2.625,0.375,0.375,0.16666666592592594,False,"{'prompt': 'In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L16_F82587,-1
ablation_zero,1,16,[14097],2.25,2.5625,0.3125,0.3125,0.13888888827160495,False,"{'prompt': 'In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L16_F14097,-1
ablation_zero,1,17,[6720],2.25,2.0,-0.25,0.25,0.11111111061728396,False,"{'prompt': 'In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L17_F6720,-1
ablation_zero,1,17,[153539],2.25,2.0625,-0.1875,0.1875,0.08333333296296297,False,"{'prompt': 'In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L17_F153539,-1
ablation_zero,1,18,[100148],2.25,1.625,-0.625,0.625,0.2777777765432099,False,"{'prompt': 'In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L18_F100148,-1
ablation_zero,1,19,[94584],2.25,2.125,-0.125,0.125,0.05555555530864198,False,"{'prompt': 'In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L19_F94584,-1
ablation_zero,1,19,[44438],2.25,2.0625,-0.1875,0.1875,0.08333333296296297,False,"{'prompt': 'In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L19_F44438,-1
ablation_zero,1,19,[130590],2.25,2.125,-0.125,0.125,0.05555555530864198,False,"{'prompt': 'In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L19_F130590,-1
ablation_zero,1,20,[74959],2.25,1.9375,-0.3125,0.3125,0.13888888827160495,False,"{'prompt': 'In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L20_F74959,-1
ablation_zero,1,20,[93472],2.25,2.0,-0.25,0.25,0.11111111061728396,False,"{'prompt': 'In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L20_F93472,-1
ablation_zero,1,21,[101234],2.25,2.375,0.125,0.125,0.05555555530864198,False,"{'prompt': 'In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L21_F101234,-1
ablation_zero,1,22,[110496],2.25,2.9375,0.6875,0.6875,0.3055555541975309,False,"{'prompt': 'In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L22_F110496,-1
ablation_zero,1,22,[133148],2.25,2.75,0.5,0.5,0.22222222123456792,False,"{'prompt': 'In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L22_F133148,-1
ablation_zero,1,22,[93236],2.25,2.875,0.625,0.625,0.2777777765432099,False,"{'prompt': 'In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L22_F93236,-1
ablation_zero,1,23,[83556],2.25,2.65625,0.40625,0.40625,0.18055555475308643,False,"{'prompt': 'In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L23_F83556,-1
ablation_zero,1,23,[71067],2.25,2.625,0.375,0.375,0.16666666592592594,False,"{'prompt': 'In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L23_F71067,-1
ablation_zero,1,24,[60777],2.25,2.3125,0.0625,0.0625,0.02777777765432099,False,"{'prompt': 'In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L24_F60777,-1
ablation_zero,1,24,[249],2.25,2.3125,0.0625,0.0625,0.02777777765432099,False,"{'prompt': 'In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L24_F249,-1
ablation_zero,1,24,[52031],2.25,2.5625,0.3125,0.3125,0.13888888827160495,False,"{'prompt': 'In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L24_F52031,-1
ablation_zero,1,25,[110282],2.25,2.0625,-0.1875,0.1875,0.08333333296296297,False,"{'prompt': 'In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L25_F110282,-1
ablation_zero,1,25,[71226],2.25,2.0625,-0.1875,0.1875,0.08333333296296297,False,"{'prompt': 'In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L25_F71226,-1
ablation_zero,1,25,[106028],2.25,2.25,0.0,0.0,0.0,False,"{'prompt': 'In a radioactive decay, the atomic number decreases by 2 and the mass number decreases by 4. Is the ', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L25_F106028,-1
ablation_zero,2,10,[128064],2.3125,1.4375,-0.875,0.875,0.3783783767421476,False,"{'prompt': 'A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L10_F128064,-1
ablation_zero,2,10,[35580],2.3125,1.5,-0.8125,0.8125,0.3513513498319942,False,"{'prompt': 'A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L10_F35580,-1
ablation_zero,2,10,[97799],2.3125,1.4375,-0.875,0.875,0.3783783767421476,False,"{'prompt': 'A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L10_F97799,-1
ablation_zero,2,11,[35425],2.3125,2.5625,0.25,0.25,0.10810810764061358,False,"{'prompt': 'A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L11_F35425,-1
ablation_zero,2,11,[151375],2.3125,2.625,0.3125,0.3125,0.13513513455076698,False,"{'prompt': 'A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L11_F151375,-1
ablation_zero,2,11,[114815],2.3125,2.625,0.3125,0.3125,0.13513513455076698,False,"{'prompt': 'A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L11_F114815,-1
ablation_zero,2,12,[2451],2.3125,1.875,-0.4375,0.4375,0.1891891883710738,False,"{'prompt': 'A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L12_F2451,-1
ablation_zero,2,13,[57499],2.3125,1.9375,-0.375,0.375,0.16216216146092038,False,"{'prompt': 'A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L13_F57499,-1
ablation_zero,2,14,[24749],2.3125,2.0,-0.3125,0.3125,0.13513513455076698,False,"{'prompt': 'A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L14_F24749,-1
ablation_zero,2,14,[140141],2.3125,2.0625,-0.25,0.25,0.10810810764061358,False,"{'prompt': 'A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L14_F140141,-1
ablation_zero,2,15,[15507],2.3125,2.125,-0.1875,0.1875,0.08108108073046019,False,"{'prompt': 'A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L15_F15507,-1
ablation_zero,2,16,[46637],2.3125,2.46875,0.15625,0.15625,0.06756756727538349,False,"{'prompt': 'A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L16_F46637,-1
ablation_zero,2,16,[14097],2.3125,2.5,0.1875,0.1875,0.08108108073046019,False,"{'prompt': 'A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L16_F14097,-1
ablation_zero,2,16,[82587],2.3125,2.4375,0.125,0.125,0.05405405382030679,False,"{'prompt': 'A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L16_F82587,-1
ablation_zero,2,17,[6720],2.3125,1.75,-0.5625,0.5625,0.24324324219138058,False,"{'prompt': 'A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L17_F6720,-1
ablation_zero,2,17,[153539],2.3125,1.6875,-0.625,0.625,0.27027026910153396,False,"{'prompt': 'A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L17_F153539,-1
ablation_zero,2,18,[100148],2.3125,3.25,0.9375,0.9375,0.405405403652301,False,"{'prompt': 'A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L18_F100148,-1
ablation_zero,2,19,[44438],2.3125,2.0,-0.3125,0.3125,0.13513513455076698,False,"{'prompt': 'A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L19_F44438,-1
ablation_zero,2,19,[94584],2.3125,2.0625,-0.25,0.25,0.10810810764061358,False,"{'prompt': 'A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L19_F94584,-1
ablation_zero,2,19,[130590],2.3125,2.125,-0.1875,0.1875,0.08108108073046019,False,"{'prompt': 'A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L19_F130590,-1
ablation_zero,2,20,[74959],2.3125,1.9375,-0.375,0.375,0.16216216146092038,False,"{'prompt': 'A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L20_F74959,-1
ablation_zero,2,20,[93472],2.3125,1.9375,-0.375,0.375,0.16216216146092038,False,"{'prompt': 'A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L20_F93472,-1
ablation_zero,2,21,[101234],2.3125,1.6875,-0.625,0.625,0.27027026910153396,False,"{'prompt': 'A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L21_F101234,-1
ablation_zero,2,22,[110496],2.3125,2.1875,-0.125,0.125,0.05405405382030679,False,"{'prompt': 'A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L22_F110496,-1
ablation_zero,2,22,[133148],2.3125,2.0,-0.3125,0.3125,0.13513513455076698,False,"{'prompt': 'A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L22_F133148,-1
ablation_zero,2,22,[93236],2.3125,2.0625,-0.25,0.25,0.10810810764061358,False,"{'prompt': 'A helium-4 nucleus is emitted during a nuclear decay event. Is the decay type alpha or beta?', 'correct_token': ' alpha', 'incorrect_token': ' beta', 'mode': 'zero'}",graph,,True,L22_F93236,-1
