cluster_id,prompt_idx,prompt_id,cluster_mean_effect,cluster_mean_abs_effect,positive_agreement,negative_agreement,topk_support_count,topk_support_fraction,level,group_id,cue_label,relation_type,latent_state_target,correct_answer,is_anchor,is_kw_variant,is_auxiliary,inference_steps,difficulty
0,74,p0074,-0.425,0.425,0.0,1.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,75,p0075,-5.2188,5.2188,0.0,1.0,5.0,1.0,AUX,?,,,,photon,False,False,False,,
0,76,p0076,-1.425,1.425,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,77,p0077,-0.0875,0.0875,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,78,p0078,-0.5812,0.5812,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,79,p0079,-1.9938,1.9938,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,80,p0080,0.575,0.575,1.0,0.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,81,p0081,1.3,1.3,1.0,0.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,82,p0082,-0.95,0.95,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,83,p0083,-0.025,0.025,0.0,0.2,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,84,p0084,-0.8125,0.8125,0.0,1.0,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,85,p0085,-2.325,2.325,0.0,1.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,86,p0086,-0.3875,0.3875,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,87,p0087,-0.2562,0.2562,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,88,p0088,0.025,0.05,0.6,0.2,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,89,p0089,0.475,0.475,1.0,0.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,90,p0090,-3.2688,3.2688,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,91,p0091,-0.4875,0.4875,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,92,p0092,-1.1375,1.1375,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,93,p0093,-0.5,0.5,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,94,p0094,-1.2375,1.2375,0.0,1.0,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,95,p0095,0.125,0.125,1.0,0.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,96,p0096,-1.4062,1.4062,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,97,p0097,-2.5688,2.5688,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,98,p0098,-1.8562,1.8562,0.0,1.0,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,99,p0099,-1.3062,1.3062,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,100,p0100,-0.5438,0.5438,0.0,1.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,101,p0101,0.0812,0.0812,1.0,0.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,102,p0102,0.175,0.175,1.0,0.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,103,p0103,-0.8438,0.8438,0.0,1.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,104,p0104,0.5375,0.5375,1.0,0.0,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,105,p0105,-1.1125,1.1125,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,106,p0106,-0.7875,0.7875,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,107,p0107,-1.0312,1.0312,0.0,1.0,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,108,p0108,-1.6312,1.6312,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,109,p0109,-1.725,1.725,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,110,p0110,-1.1312,1.1312,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,111,p0111,0.3688,0.3688,1.0,0.0,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,112,p0112,0.5,0.5,1.0,0.0,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,113,p0113,-0.65,0.65,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,114,p0114,0.9375,0.9375,1.0,0.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,115,p0115,-0.8062,0.8062,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,116,p0116,-0.2625,0.2625,0.0,1.0,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,117,p0117,-0.9,0.9,0.0,1.0,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,118,p0118,0.0125,0.0375,0.4,0.2,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,119,p0119,-0.3562,0.3562,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,120,p0120,-0.375,0.375,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,121,p0121,-1.5062,1.5062,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,122,p0122,-0.6375,0.6375,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,123,p0123,-3.4312,3.4312,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,124,p0124,-0.2125,0.2125,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,125,p0125,0.0,0.075,0.4,0.6,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,126,p0126,-0.45,0.45,0.0,1.0,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,127,p0127,-2.05,2.05,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,128,p0128,-0.15,0.15,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,129,p0129,0.2875,0.2875,1.0,0.0,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,130,p0130,-0.8625,0.8625,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,131,p0131,-0.5375,0.5375,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,132,p0132,-1.675,1.675,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,133,p0133,-1.8562,1.8562,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,134,p0134,-2.65,2.65,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,135,p0135,-0.9812,0.9812,0.0,1.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,136,p0136,0.5125,0.5125,1.0,0.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,137,p0137,-0.9125,0.9125,0.0,1.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,138,p0138,-1.75,1.75,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,139,p0139,-1.7625,1.7625,0.0,1.0,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,140,p0140,-0.5,0.5,0.0,1.0,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,141,p0141,4.1719,4.1719,1.0,0.0,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,142,p0142,-0.7062,0.7062,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,143,p0143,-0.95,0.95,0.0,1.0,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,144,p0144,-0.1062,0.1062,0.0,1.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,145,p0145,-6.5188,6.5188,0.0,1.0,5.0,1.0,AUX,?,,,,photon,False,False,False,,
0,146,p0146,0.3219,0.3219,1.0,0.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,147,p0147,-1.5875,1.5875,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,148,p0148,-0.6562,0.6562,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,149,p0149,-0.15,0.15,0.0,1.0,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,150,p0150,-1.025,1.025,0.0,1.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,151,p0151,0.2875,0.2875,1.0,0.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,152,p0152,0.0438,0.0562,0.8,0.2,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,153,p0153,-2.0219,2.0219,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,154,p0154,-1.0625,1.0625,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,155,p0155,-1.2812,1.2812,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,156,p0156,0.0625,0.0625,0.8,0.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,157,p0157,-0.8375,0.8375,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,158,p0158,0.2,0.2,1.0,0.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,159,p0159,-0.4438,0.4438,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,160,p0160,-3.1312,3.1312,0.0,1.0,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,161,p0161,-1.3375,1.3375,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,162,p0162,-1.5375,1.5375,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,163,p0163,-0.3625,0.3625,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,164,p0164,-1.225,1.225,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,165,p0165,-1.1,1.1,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,166,p0166,-2.2375,2.2375,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,167,p0167,-4.9375,4.9375,0.0,1.0,5.0,1.0,AUX,?,,,,photon,False,False,False,,
0,168,p0168,0.025,0.075,0.4,0.4,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,169,p0169,-0.225,0.225,0.0,1.0,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,170,p0170,-0.575,0.575,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,171,p0171,0.0375,0.0375,0.4,0.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,172,p0172,0.4125,0.4125,1.0,0.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,173,p0173,-2.4688,2.4688,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,174,p0174,0.025,0.05,0.4,0.2,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,175,p0175,-0.6125,0.6125,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,176,p0176,-3.05,3.05,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,177,p0177,0.8,0.8,1.0,0.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,178,p0178,-2.0688,2.0688,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,179,p0179,-0.4312,0.4312,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,180,p0180,-2.4938,2.4938,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,181,p0181,-0.775,0.775,0.0,1.0,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,182,p0182,-0.1,0.1,0.0,0.8,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,183,p0183,0.4812,0.4812,1.0,0.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,184,p0184,0.2125,0.2125,1.0,0.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,185,p0185,-0.3812,0.3812,0.0,1.0,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,186,p0186,-2.525,2.525,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,187,p0187,-0.6812,0.6812,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,188,p0188,-1.7875,1.7875,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,189,p0189,-1.5688,1.5688,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,190,p0190,-1.3438,1.3438,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,191,p0191,0.0375,0.0625,0.6,0.4,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,192,p0192,-0.65,0.65,0.0,1.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,193,p0193,-0.8688,0.8688,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,194,p0194,-0.6562,0.6562,0.0,1.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,195,p0195,-0.6625,0.6625,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,196,p0196,-1.0875,1.0875,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,197,p0197,-1.25,1.25,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,198,p0198,-1.7375,1.7375,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,199,p0199,-0.1312,0.1312,0.0,0.8,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,200,p0200,0.6438,0.6438,1.0,0.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,201,p0201,-0.8875,0.8875,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,202,p0202,-2.4844,2.4844,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,203,p0203,-0.775,0.775,0.0,1.0,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,204,p0204,-0.3,0.3,0.0,1.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,205,p0205,-0.8875,0.8875,0.0,1.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,206,p0206,-0.425,0.425,0.0,1.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,207,p0207,-0.625,0.625,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,208,p0208,-0.9188,0.9188,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,209,p0209,-0.2,0.2,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,210,p0210,-0.6438,0.6438,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,211,p0211,-0.5938,0.5938,0.0,1.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,212,p0212,-2.9312,2.9312,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,213,p0213,-3.55,3.55,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,214,p0214,-0.2812,0.2812,0.0,1.0,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,215,p0215,-0.6438,0.6438,0.0,1.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,216,p0216,-0.6625,0.6625,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,217,p0217,-0.1125,0.1125,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,218,p0218,-1.1938,1.1938,0.0,1.0,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,219,p0219,-0.625,0.625,0.0,1.0,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,220,p0220,-0.775,0.775,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,221,p0221,-1.725,1.725,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,222,p0222,-1.4062,1.4062,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,223,p0223,-1.4625,1.4625,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,224,p0224,-0.8125,0.8125,0.0,1.0,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,225,p0225,-0.0062,0.0562,0.4,0.6,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,226,p0226,-0.9688,0.9688,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,227,p0227,-0.325,0.325,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,228,p0228,-0.7438,0.7438,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,229,p0229,-1.375,1.375,0.0,1.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,230,p0230,1.0,1.0,1.0,0.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,231,p0231,-2.9875,2.9875,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,232,p0232,0.5188,0.5188,1.0,0.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,233,p0233,-2.0625,2.0625,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,234,p0234,-0.8,0.8,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,235,p0235,-3.05,3.05,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,236,p0236,-0.0375,0.0375,0.0,0.6,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,237,p0237,-1.7062,1.7062,0.0,1.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,238,p0238,-0.7188,0.7188,0.0,1.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,239,p0239,-2.425,2.425,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,240,p0240,-1.225,1.225,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,241,p0241,0.0,0.025,0.2,0.2,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,242,p0242,-0.5125,0.5125,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,243,p0243,-0.8125,0.8125,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,244,p0244,0.1312,0.1312,1.0,0.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,245,p0245,-2.2625,2.2625,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,246,p0246,-2.05,2.05,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,247,p0247,-2.4719,2.4719,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,248,p0248,-1.3188,1.3188,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,249,p0249,-1.8312,1.8312,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,250,p0250,-0.7562,0.7562,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
